iteration,probability
3,0.22540360601829834
6,0.7036805571359568
9,0.8665037095696311
16,0.13036316136754342
26,0.9577277098257093
27,0.19379193227002356
34,0.831201180842361
36,0.9667089665255438
40,0.9946378726007387
44,0.0698892836899258
51,0.1063866229377304
55,0.34580272583516264
58,0.5268343159656789
67,0.06283991905812471
69,0.9334736849514492
72,0.7417411542189922
77,0.05349198216573706
89,0.8073957473705373
91,0.7942351404983735
92,0.8625828622262297
94,0.6951719805856796
97,0.18841314629536457
104,0.6893800312317184
106,0.5680272704488495
110,0.49531734822345824
111,0.264174069885194
114,0.9992604495839333
116,0.9965619755991315
127,0.9423037156631806
129,0.6988356360562236
131,0.8341377965001153
132,0.09368723529505285
139,0.535256516467878
143,0.4822112965716271
146,0.9627945887439632
149,0.6803579996727381
154,0.11900782183621297
157,0.40650605390830824
160,0.7474844084025877
164,0.5715690672241172
166,0.9605901299885845
170,0.9989852048741854
175,0.852990138438764
179,0.13541649984955995
182,0.41299415219653723
190,0.32180842347271305
197,0.43809157727145864
199,0.5981688145548243
205,0.44436271996010124
208,0.320853875798233
210,0.4641005061644444
211,0.689534993428196
217,0.5145467345415433
218,0.7351866238371526
225,0.06558507714352674
232,0.47900409962703266
238,0.9818009789270675
242,0.41268930559947586
243,0.14245636686868368
246,0.987356157400643
250,0.04695603402754186
253,0.9121605769658951
261,0.959419953693047
264,0.07317632414575118
267,0.9909160704068556
269,0.9564975564479431
281,0.5359005820900266
289,0.3111503846640877
295,0.011323477896948427
300,0.3193503822428009
309,0.8919911286374179
310,0.06071725443414625
324,0.3688716639882187
329,0.07722829267364627
332,0.7621198581441727
333,0.010996353191058109
334,0.9652350759105383
338,0.36731776615724987
340,0.285022363310031
345,0.9999978287764696
349,0.07604389276704722
356,0.055763106368974816
359,0.8453726935008653
360,0.8308050941759805
363,0.9100768286137602
368,0.9999977345784291
370,0.004893872651716942
381,0.7135802881627411
385,0.49385901120421405
390,0.8543044581847149
392,0.9234151641136817
400,0.9999975966836814
406,0.7146357091812788
408,0.9817773758901702
410,0.6244576291496873
417,0.8340838504172289
419,0.12434698303408709
424,0.9539209304416827
426,0.7319853526315033
427,0.5535262198612965
430,0.20478350534736217
432,0.24420816484128455
436,0.7452617191108608
441,0.348309157462168
448,0.45925561268826026
450,0.014553482650470411
456,0.622850602402082
457,0.4268074923059863
459,0.8973398283952349
461,0.02499761457917155
462,0.14758457046313914
475,0.6127951859886972
481,0.8951184181578477
486,0.8363063195207658
487,0.10882073455603983
491,0.42898729455349993
493,0.15314691303709493
494,0.03669217050133873
497,0.7761483776090057
505,0.9053381324084472
516,0.9871347971058653
519,0.9238233719924575
523,0.6434257724414276
524,0.24389526224751018
529,0.2707981555843078
531,0.18375186362970045
536,0.4263480054303932
539,0.06608588758509266
543,0.08740435779210513
545,0.013916105148617755
547,0.8992231760948303
555,0.8996748845445784
560,0.05094076621489242
564,0.36205653671212007
568,0.2496070471655094
571,0.7297076924758286
576,0.3669467251043648
579,0.3569656162131162
581,0.3816733766950947
584,0.9420759455082163
586,0.9090658905806503
587,0.9999966055247539
591,0.027972243417464054
595,0.5010241990405251
599,0.2833522286720076
600,0.769798382815636
604,0.99011197479754
609,0.39946788934018146
627,0.05604396684686833
631,0.6833574713974614
634,0.12370242482852464
642,0.418357166091171
652,0.11776085143991553
653,0.6281701943446453
656,0.852921695551039
660,0.01533678017957705
667,0.9979441893571434
669,0.2668160730770015
684,0.27189866153094394
699,0.5521609156463374
708,0.00011851955364221669
716,0.07225755286509883
719,0.7384909588744504
720,0.9033646305900065
724,0.4685302728366685
727,0.007974308389077086
732,0.42331692138791843
733,0.08007100747819414
736,0.926075126647182
739,0.9227102627250175
747,0.00000019421016419281932
750,0.6594213601170257
753,0.7152018519940202
761,0.00004596093852445163
769,0.3535138312288173
772,0.06451799086690566
783,0.10811656149650148
787,0.04117922392787922
792,0.0034460792518303837
800,0.680603467020331
810,0.622091888250036
812,0.06547267215055425
814,0.8461218399812692
815,0.9005092652575007
818,0.47284353772520854
826,0.897570142658832
830,0.00000037082911797130196
836,0.37933213578649255
851,0.18741203730064063
854,0.14050181729841524
860,0.18317610810364776
862,0.27986950222482626
867,0.6463521761446112
870,0.898084973727894
872,0.0344178715896016
886,0.024512470650658078
889,0.005147779150809278
899,0.041803827027693946
901,0.043895345527168485
910,0.0740584191902389
911,0.057738431640281244
912,0.6604838023847315
919,0.26542882953604835
923,0.17183924571020265
924,0.0658610452308243
930,0.044327456097151725
936,0.9887287606124983
939,0.13947257351033956
940,0.14074218324517926
943,0.03526950478731069
953,0.18440427820310995
955,0.001632034938169748
956,0.6089349784212058
958,0.06302938605054317
962,0.1604082117793668
963,0.2679764589205521
966,0.024321761359949054
969,0.9209470073859976
976,0.038356235896663225
978,0.018432840694224496
986,0.9021281210995455
987,0.9999928952956006
991,0.3353967426494445
995,0.8733682079427889
996,0.14724647892186346
1000,0.004602929574698301
1002,0.612049793093091
1003,0.58189604394847
1010,0.814352934265178
1016,0.5488341054289437
1019,0.10192941047427231
1025,0.2530472487486033
1040,0.0032366378809040833
1054,0.024952100257326165
1059,0.636811500534448
1061,0.00010344524786212114
1062,0.20164342198079713
1073,0.01975605408786322
1086,0.0001792314191744923
1094,0.7999781232223296
1098,0.00003694929859389997
1103,0.002674557724466055
1107,0.9546418106125774
1115,0.8500506560954998
1117,0.00031892097900972744
1120,0.037054561352533696
1132,0.8940374567514442
1133,0.029491790406336066
1136,0.06575522937819012
1144,0.07485249369604367
1148,0.010205047484110311
1154,0.07685843438709081
1156,0.7671355002079934
1157,0.4351749537365372
1161,0.3564664842756373
1166,0.000003149983048374026
1167,0.675785741524511
1171,0.000015795762623418128
1178,0.45077465372393977
1182,0.04904790828810865
1192,0.19647765657462196
1198,0.3567044038316666
1201,0.09474886757318844
1207,0.015235650671313078
1213,0.4304751243873204
1218,0.000029519221876010925
1220,0.0000002994881453814796
1222,0.000004314976165255197
1226,0.563839962917076
1230,0.17298809008358373
1238,0.9382477702088802
1240,0.10813673642892259
1242,0.0038770482002437696
1244,0.07685411153550883
1247,0.017146110569657293
1251,0.0039355342115370995
1253,0.040299762587088374
1254,0.21250996567057143
1255,0.0023218289865261973
1259,0.0009328129357113297
1260,0.9282733448424538
1267,0.0013716708728237809
1273,0.03373568903290293
1278,0.06360932814490983
1282,0.021654032016228047
1283,0.000001355555479826434
1287,0.00006613412102122646
1290,0.03769545451363732
1293,0.003928569547247199
1294,0.0000009020642642289295
1298,0.00972180717570047
