iteration,probability
8,0.3175420356765624
17,0.17539817973496186
23,0.9203585737501739
69,0.0009963601554097644
82,0.06551675237510274
85,0.9242324586044552
95,0.25601611166056604
118,0.010333561633271374
127,0.061716261672907655
149,0.15226486534606387
321,0.7880915340767886
337,0.9402728867912512
339,0.8675326833044601
345,0.7638148063301669
435,0.840773064322619
464,0.6838731583701777
498,0.65133030121123
514,0.9944303894023
517,0.7428124904714569
522,0.2838201874280527
540,0.9215429096260324
541,0.06876690873859082
556,0.34136728262584193
561,0.07310280602326799
584,0.710374260804345
588,0.5374546218268915
593,0.8424449293042167
594,0.44663490384368837
605,0.5841846986259482
606,0.3326718706640438
610,0.3490294139571641
624,0.8009033352177153
633,0.9472144971422436
638,0.9790594163440114
647,0.5839384031023144
648,0.15939333875575656
659,0.5130288523381148
673,0.8087586756792478
680,0.5876910487892564
690,0.07921763516950224
705,0.09436581308667107
712,0.8644688748779588
721,0.9455260465440596
723,0.9999830353198046
729,0.5106858639079616
731,0.018136474750087995
750,0.49187921479614727
752,0.6786417537732389
759,0.22337134272262787
767,0.5197096087656408
768,0.7764023631342427
785,0.46641783902817685
789,0.9915393225988814
790,0.4701113206313491
806,0.41445375962897335
808,0.01624749129751603
814,0.9259292793714003
824,0.8252552292362653
825,0.795807489800109
827,0.8812510396825185
833,0.27332026655287117
836,0.8627292658324645
840,0.7204392812686476
841,0.33092962436518647
854,0.481530134009028
856,0.20719151669209535
863,0.9414960704717205
873,0.6586142713937617
878,0.1355274110617652
888,0.2224085608323764
899,0.4886159654318282
904,0.7297808191876685
905,0.3380415298883719
907,0.20630145705496666
917,0.9647698344185305
918,0.7130481287871527
924,0.7738116367593258
931,0.0000005662875290916906
934,0.3297574528035818
941,0.08599795670718004
952,0.4734272471696414
957,0.32779153935671596
958,0.30764376042977115
978,0.00000013256904262864882
989,0.4516579768416363
991,0.9356525525086228
1009,0.006624734718997892
1010,0.5792803607113037
1012,0.01276658753273975
1040,0.4624438220525404
1043,0.3545566236517209
1046,0.9633620072188135
1054,0.4198959105940436
1061,0.8415283423983193
1070,0.14771013988316936
1075,0.9338194402882276
1079,0.28565989100426864
1091,0.8021527747892983
1102,0.6921637713398869
1109,0.1731640581277835
1114,0.43741362368753905
1118,0.744873840504516
1135,0.4931413449884435
1136,0.9215820536723117
1140,0.2666063853692668
1148,0.02775827419524727
1158,0.40125853952181023
1161,0.9166857673066419
1169,0.018755738457505368
1174,0.8094642095351916
1179,0.3999713220185623
1182,0.007259273641186116
1197,0.8037748277253622
1200,0.6174927663755588
1203,0.251668681972034
1210,0.06157589070793875
1220,0.8844306371528432
1228,0.07553547416537927
1229,0.000010088157184282965
1233,0.2881629563825754
1244,0.8790230583827258
1245,0.0631060685118498
1260,0.52521234761847
1266,0.5414515823012623
1268,0.00004000645913035786
1270,0.9788703624044495
1273,0.7482445269887149
1279,0.964479870302963
1293,0.3623799758742075
1294,0.3495905466503612
1303,0.2559435063466817
1305,0.9360370825346819
1306,0.002029447529115501
1310,0.8574799274552434
1326,0.6851415727968162
1335,0.5856263104383425
1338,0.8562884627243562
1340,0.18530516611315156
1345,0.5631342405213902
1349,0.8440337065083077
1350,0.00000010727893517120343
1365,0.6477453010183422
1371,0.9210776043074961
1375,0.6749195148466314
1377,0.0000000010967121259816978
1380,0.10207637807206024
1383,0.9297435761889821
1388,0.7556248376513701
1398,0.21856114800944695
1399,0.3635696124488149
1400,0.9628451406627874
1408,0.15455910999436742
1412,0.19912475303698213
1418,0.18661927772475376
1421,0.4073531929321569
1433,0.9768368110112087
1437,0.10291158812353764
1438,0.0026198793607408364
1440,0.000000002079638120718989
1447,0.4761373318403338
1459,0.0037227579042994736
1466,0.35270504014627907
1485,0.30411323797153533
1500,0.5652653663010103
1502,0.5347608537937937
1518,0.00000000000003717994867007927
1519,0.018825199964387106
1522,0.6862231843985191
1528,0.898917173347299
1531,0.6029017881253786
1543,0.019234650069988053
1559,0.26950010229267635
1563,0.47331356173802847
1567,0.2669847586631834
1568,0.06540880481566214
1572,0.16866440795909368
1575,0.4311938843110393
1583,0.0402177284711378
1584,0.0015883383483996795
1587,0.2177569643050427
1590,0.00000000008825369652539939
1591,0.9078339391316786
1606,0.9320087630893896
1611,0.07358216268367716
1613,0.4913972786457375
1615,0.011009122805442037
1626,0.5032092661618871
1630,0.8468046200148508
1640,0.008305700771996358
1647,0.3776890301147845
1651,0.4175962983011337
1652,0.0000021593992052600057
1655,0.46454041591013395
1658,0.22715734317559083
1664,0.4491321342060552
1667,0.0711319835507106
1686,0.06840394048035531
1687,0.03641171710371944
1689,0.0000027603267265364033
1697,0.02047160816111489
1714,0.0000000000071736723244423855
1724,0.0000000000000000000009193627950915195
1725,0.9456318240664349
1727,0.13493589212741192
1749,0.000007700523265244312
1770,0.007281077797128374
1773,0.9505046312592252
1776,0.00000000000092486788984386
1786,0.34114574941001924
1796,0.6052421775590178
1802,0.3519851843641199
1804,0.005740658718485261
1805,0.7577301462966051
1807,0.8201549971664127
1808,0.719498011729346
1812,0.00463226032504902
1813,0.000000000000001214861556804708
1814,0.513680359964828
1815,0.008537791936598387
1823,0.7917362602340496
1829,0.009088128427174753
1830,0.9999395453891265
1839,0.0030123789899197534
1840,0.9286430026491326
1842,0.0013198142172209993
1846,0.0010346267517237356
1847,0.0000026760123366421435
1848,0.000000000000005982399034273226
1850,0.5973724299031851
1853,0.16523716824461857
1857,0.06802641453417357
1864,0.31000719570223695
1876,0.059667353129168134
1884,0.32160937635852443
1887,0.5584014102580308
1894,0.8969997291966851
1895,0.014993498226362756
1898,0.5400341734414356
1899,0.824119510163132
1906,0.0000000000000000065564461605489105
1909,0.7612575338929184
1911,0.5845186218470737
1934,0.000000000000000000006315814677160167
1936,0.7511363478440226
1938,0.000009165815088478015
1949,0.00000000000000000000000000009898392770398986
1962,0.5091955174114287
1963,0.0000000000000000000000014254721648462375
1967,0.07526365553565381
1978,0.6407693158630645
1981,0.8630267003059543
1993,0.0030850572980369697
2003,0.05585162585587664
2008,0.5016024353349265
2010,0.013093868701221738
2015,0.10383675163107149
2017,0.00000000000000000002752737354881947
2023,0.0019179207111106
2045,0.0011036770085025532
2046,0.06319757910442295
2048,0.0027337102360791296
2050,0.28147315530491224
2054,0.5362656306113158
2060,0.3843536313378718
2061,0.022654730351290717
2067,0.9785994212560133
2072,0.13361558738177004
2087,0.9040127510590309
2088,0.11055780254331768
2089,0.3041993582689331
2096,0.0000000000000000000016431733498238292
2102,0.11165260396212838
2107,0.7275895242045007
2112,0.017373272037642048
2114,0.00014085296537244186
2120,0.000001781804631458185
2132,0.9012916052294639
2134,0.020212539116926404
2135,0.0001644596244459091
2140,0.0033358157232395414
2150,0.1454439565876772
2159,0.1277165484299142
2161,0.11653700294704804
2171,0.017329861257487873
2174,0.8380895799849329
2175,0.0000003136785731513719
2178,0.8114460711517371
2192,0.00000006359113587324718
2194,0.7146788939701759
2197,0.000000002761331541857329
2198,0.014403965453028435
2203,0.9868465810864823
2209,0.3529816849369953
2215,0.3304883685381043
2216,0.04158222881416889
2225,0.0000000004256037726499377
2226,0.0000029976016909784377
2246,0.000000000036976778768998705
2249,0.000009416085390790624
2251,0.00001141321470934653
2252,0.0000000011401790817451694
2259,0.014698042072763175
2262,0.014809192758720629
2275,0.9300089929900635
2293,0.09180501822489484
2308,0.0000000000000000002648522513345675
2325,0.020937112562969894
2326,0.000005404697355858198
2347,0.03400459106607673
2358,0.18527366032365053
2361,0.0005947879781001065
2365,0.00000000000000007615436896583372
2366,0.5602374360084192
2370,0.00000000000008580495802354338
2381,0.00003641274870448493
2385,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007692637529231479
2387,0.00000000000000000000000000000000000000000000000005351044057195202
2395,0.000000000000050085305952187756
2401,0.000011570059998727269
2411,0.005327234016426029
2415,0.0000000000000000000000000000000029620186369853942
2424,0.3674472482629085
2446,0.0000000000000000000000000000009735940525812862
2447,0.0024949360790209934
2450,0.0014345839721042228
2455,0.06129607149601282
2456,0.8885104800556998
2458,0.0029878838366210066
2460,0.000000000000000000000000000000000000000000000000000000002621539161160137
2465,0.5495299614429627
2466,0.0008415324157521783
2480,0.1038959032178983
2484,0.0002601897309676753
2489,0.27533846213071467
2490,0.00006914539569657359
2495,0.0004076865085733408
2497,0.0000000000000000000000012882930252610688
2502,0.00000000000000000000000000000000000000000000000000000008567295320264872
2503,0.22786347020752115
2510,0.3633213307459698
2520,0.000000000000000015889854496413547
2524,0.000006778102133274605
2527,0.00000030610462175980894
2532,0.9409039482956979
2536,0.00000000030556411459484146
2539,0.39639510180859344
2540,0.0000005668876587506531
2542,0.00006288486727981078
2546,0.0000000000000000000000000000000000000000000000000000012218669355225829
2557,0.00000020870989547926645
2560,0.00026103700165660735
2565,0.004222220469114234
2569,0.000000000020157930849669116
2588,0.00956613212369539
2592,0.000025796835036004076
2594,0.000020971712407973247
2602,0.00000000028905375412073604
2604,0.8701028834900344
2607,0.0000012875902675751395
2608,0.8537111488028076
2615,0.00000036582417506077925
2618,0.020982099833530277
2623,0.7314254750805603
2631,0.00027550178484119197
2635,0.37195557833602955
2636,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002356556757794262
2653,0.000001966838820448268
2669,0.000000000000000000001256577224232375
2681,0.9997264334233084
2687,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000889066848905898
2712,0.7576680005701913
2719,0.4585374321073714
2742,0.000000000000000000000000000000000002225494416737821
2746,0.0000015820048965463484
2747,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007251680251416072
2759,0.17445908697763302
2766,0.0000000000000000000000000000000000000000000042522772203144053
