iteration,operator_0,operator_1,operator_2
1558,0,0,0
1559,27937,0,0
1560,0,0,-44021
1561,0,-282126,0
1562,0,0,0
1563,0,0,-2099
1564,0,0,0
1565,0,-298877,0
1566,-47204,0,0
1567,0,0,-443
1568,0,0,0
1569,0,0,0
1570,0,0,0
1571,0,0,0
1572,0,0,-798
1573,0,0,0
1574,0,0,0
1575,0,0,0
1576,241180,0,0
1577,0,0,0
1578,29402,0,0
1579,0,0,0
1580,0,0,0
1581,0,0,-155396
1582,0,0,0
1583,-82413,0,0
1584,0,0,0
1585,0,-319801,0
1586,0,0,0
1587,0,0,0
1588,0,0,-52220
1589,0,0,0
1590,0,0,0
1591,-317,0,0
1592,-14668,0,0
1593,0,0,0
1594,-123108,0,0
1595,0,0,0
1596,0,-5260,0
1597,0,-424204,0
1598,-81456,0,0
1599,-14668,0,0
1600,0,0,0
1601,0,-2298,0
1602,-1050,0,0
1603,0,0,0
1604,0,0,0
1605,0,0,0
1606,278054,0,0
1607,-100723,0,0
1608,0,0,0
1609,-7275,0,0
1610,0,0,0
1611,0,-455179,0
1612,0,0,0
1613,0,0,0
1614,0,0,0
1615,0,0,-104830
1616,-4350,0,0
1617,14939,0,0
1618,0,0,0
1619,0,0,0
1620,0,-49963,0
1621,-64645,0,0
1622,0,0,-19655
1623,0,0,0
1624,0,0,0
1625,4350,0,0
1626,0,0,0
1627,0,0,0
1628,0,0,0
1629,-16409,0,0
1630,-80424,0,0
1631,0,0,0
1632,0,0,0
1633,0,-455179,0
1634,0,0,0
1635,0,0,0
1636,0,0,0
1637,0,0,0
1638,0,0,0
1639,112704,0,0
1640,3795,0,0
1641,0,0,0
1642,0,-455179,0
1643,0,456555,0
1644,0,27689,0
1645,0,0,0
1646,-2298,0,0
1647,0,0,-16312
1648,0,0,0
1649,0,0,0
1650,0,0,0
1651,0,0,-26941
1652,406628,0,0
1653,0,0,-41539
1654,0,-428633,0
1655,-43168,0,0
1656,-208332,0,0
1657,0,0,-210147
1658,0,-357062,0
1659,0,-798213,0
1660,0,0,-41351
1661,0,0,0
1662,0,-414798,0
1663,-6424,0,0
1664,0,0,-65227
1665,0,0,0
1666,0,0,0
1667,0,0,-16144
1668,0,-13672,0
1669,0,-793186,0
1670,0,0,0
1671,0,0,0
1672,0,0,0
1673,0,0,0
1674,0,-72826,0
1675,0,0,-58248
1676,-95428,0,0
1677,0,0,-28617
1678,-62561,0,0
1679,0,0,0
1680,0,-499994,0
1681,0,0,0
1682,0,0,0
1683,0,0,-390
1684,0,0,0
1685,0,-3906,0
1686,0,0,-80217
1687,-78534,0,0
1688,0,-286616,0
1689,0,0,0
1690,0,0,0
1691,0,-299314,0
1692,0,0,0
1693,0,0,0
1694,0,0,0
1695,-50689,0,0
1696,0,0,0
1697,0,0,0
1698,0,-159820,0
1699,0,-597305,0
1700,0,0,0
1701,251358,0,0
1702,-64697,0,0
1703,0,0,-42213
1704,0,0,0
1705,0,253507,0
1706,0,0,0
1707,0,0,0
1708,0,9875,0
1709,0,0,0
1710,0,0,0
1711,0,-143174,0
1712,0,0,0
1713,0,0,-12833
1714,-315309,0,0
1715,0,-1,0
1716,0,0,-30361
1717,0,0,0
1718,0,0,0
1719,-33591,0,0
1720,-80171,0,0
1721,0,0,0
1722,0,0,0
1723,0,0,0
1724,127670,0,0
1725,-60320,0,0
1726,0,0,-71605
1727,0,0,-6326
1728,0,573895,0
1729,0,0,-42079
1730,-101640,0,0
1731,0,0,0
1732,0,0,-39891
1733,0,0,-15503
1734,0,0,-174575
1735,0,0,0
1736,0,0,0
1737,-72292,0,0
1738,0,0,-1264
1739,-32534,0,0
1740,0,52909,0
1741,0,-39077,0
1742,0,70854,0
1743,46361,0,0
1744,0,-78352,0
1745,-188947,0,0
1746,0,0,-76256
1747,0,0,0
1748,0,0,0
1749,0,-270408,0
1750,0,0,-41266
1751,0,0,0
1752,0,0,-20519
1753,0,0,0
1754,0,0,0
1755,0,0,-9516
1756,-89593,0,0
1757,0,0,0
1758,-64106,0,0
1759,0,0,0
1760,-103425,0,0
1761,0,-60897,0
1762,0,-265001,0
1763,-5085,0,0
1764,0,0,0
1765,-87367,0,0
1766,0,0,0
1767,0,0,0
1768,0,0,0
1769,0,0,0
1770,0,0,-4239
1771,0,-319801,0
1772,-9275,0,0
1773,0,0,-36459
1774,0,21685,0
1775,0,0,0
1776,0,-13535,0
1777,-155490,0,0
1778,0,46895,0
1779,0,-138565,0
1780,0,0,0
1781,0,0,-114042
1782,0,0,-1
1783,0,0,-36006
1784,0,0,-51766
1785,0,0,0
1786,7942,0,0
1787,0,0,0
1788,0,0,-22253
1789,0,0,0
1790,0,-132200,0
1791,0,95441,0
1792,-54054,0,0
1793,-139634,0,0
1794,-5252,0,0
1795,0,-24422,0
1796,-6933,0,0
1797,13379,0,0
1798,96997,0,0
1799,64211,0,0
1800,-27166,0,0
1801,0,0,0
1802,0,0,0
1803,-2194,0,0
1804,0,-132117,0
1805,-61840,0,0
1806,0,0,0
1807,0,0,0
1808,0,0,0
1809,0,-212962,0
1810,74425,0,0
1811,0,0,0
1812,0,0,0
1813,0,-485889,0
1814,0,44325,0
1815,0,-368777,0
1816,0,0,0
1817,0,0,0
1818,0,0,0
1819,0,0,0
1820,0,0,0
1821,0,-32392,0
1822,0,0,0
1823,0,0,-21996
1824,0,-320554,0
1825,0,0,0
1826,0,-388371,0
1827,-47010,0,0
1828,0,0,0
1829,-24039,0,0
1830,735,0,0
1831,115960,0,0
1832,0,0,-29208
1833,-128738,0,0
1834,-129056,0,0
1835,0,0,0
1836,0,-354718,0
1837,-107413,0,0
1838,0,0,-47764
1839,-89202,0,0
1840,-247881,0,0
1841,0,0,0
1842,0,0,0
1843,91702,0,0
1844,-29374,0,0
1845,-74556,0,0
1846,0,0,0
1847,0,-243635,0
1848,9537,0,0
1849,0,0,0
1850,-32958,0,0
1851,0,0,0
1852,0,12873,0
1853,0,0,-46215
1854,0,0,0
1855,0,0,-18510
1856,0,-29571,0
1857,0,0,0
1858,0,0,-24811
1859,0,-248122,0
1860,0,0,0
1861,-11871,0,0
1862,0,254923,0
1863,0,-330242,0
1864,0,0,0
1865,-33728,0,0
1866,0,171495,0
1867,0,0,0
1868,0,0,0
1869,0,0,0
1870,0,0,-2988
1871,0,0,-43700
1872,-239541,0,0
1873,0,-31209,0
1874,0,0,-40420
1875,0,-131570,0
1876,-8335,0,0
1877,143350,0,0
1878,0,0,-30810
1879,0,0,-509
1880,0,-263592,0
1881,0,-515354,0
1882,0,0,-169621
1883,0,0,0
1884,0,0,0
1885,0,0,0
1886,104134,0,0
1887,0,0,-91291
1888,0,0,-50166
1889,0,-521222,0
1890,126873,0,0
1891,0,73173,0
1892,0,0,0
1893,871944,0,0
1894,-1386,0,0
1895,0,0,0
1896,0,0,0
1897,0,0,0
1898,-92994,0,0
1899,0,-397048,0
1900,0,0,0
1901,0,0,-19342
1902,0,0,0
1903,-48964,0,0
1904,0,0,-129935
1905,0,-291907,0
1906,0,0,0
1907,0,0,-1651
1908,0,-1,0
1909,-21513,0,0
1910,0,0,0
1911,0,0,0
1912,0,0,0
1913,0,0,0
1914,0,-211535,0
1915,0,0,0
1916,0,0,0
1917,0,0,0
1918,0,294312,0
1919,-78170,0,0
1920,-152822,0,0
1921,-42911,0,0
1922,0,51330,0
1923,0,0,0
1924,0,0,-21767
1925,0,0,-18585
1926,-9580,0,0
1927,0,0,0
1928,0,0,0
1929,-16127,0,0
1930,0,0,0
1931,0,0,-39409
1932,0,0,0
1933,0,-208336,0
1934,0,0,0
1935,0,0,0
1936,0,-791789,0
1937,0,0,-120827
1938,-30949,0,0
1939,0,0,0
1940,0,0,0
1941,0,0,0
1942,0,0,-42221
1943,-19060,0,0
1944,3928,0,0
1945,0,0,0
1946,0,0,0
1947,0,0,0
1948,-63124,0,0
1949,400,0,0
1950,-717,0,0
1951,0,0,0
1952,0,0,0
1953,0,-259353,0
1954,-95205,0,0
1955,-128933,0,0
1956,0,0,0
1957,0,0,0
1958,0,0,-5035
1959,0,0,0
1960,0,0,0
1961,0,0,-128923
1962,0,0,0
1963,0,0,0
1964,-36827,0,0
1965,-59305,0,0
1966,0,0,0
1967,0,0,0
1968,42827,0,0
1969,-24659,0,0
1970,0,0,0
1971,0,-235671,0
1972,0,0,0
1973,0,0,0
1974,0,0,0
1975,0,-352396,0
1976,0,0,0
1977,0,0,0
1978,0,0,-33751
1979,61523,0,0
1980,0,0,-17647
1981,0,0,0
1982,0,-362713,0
1983,0,423309,0
1984,0,-255467,0
1985,0,0,0
1986,0,0,-8569
1987,-89604,0,0
1988,0,48282,0
1989,0,-280959,0
1990,0,0,0
1991,-64809,0,0
1992,0,0,0
1993,-70113,0,0
1994,-61523,0,0
1995,0,0,0
1996,0,0,0
1997,0,-408862,0
1998,0,0,0
1999,0,0,0
2000,-88873,0,0
2001,-169352,0,0
2002,0,0,-34238
2003,0,0,0
2004,0,0,0
2005,34820,0,0
2006,0,-14318,0
2007,22,0,0
2008,0,0,0
2009,0,0,0
2010,0,0,0
2011,0,0,0
2012,0,-335661,0
2013,0,0,0
2014,0,0,0
2015,125042,0,0
2016,22,0,0
2017,0,21147,0
2018,0,0,0
2019,-76959,0,0
2020,-16260,0,0
2021,0,0,0
2022,-125064,0,0
2023,-58385,0,0
2024,0,-507955,0
2025,0,0,-23188
2026,0,-28847,0
2027,0,-648694,0
2028,0,0,0
2029,0,0,0
2030,0,-482708,0
2031,0,0,0
2032,0,0,0
2033,-90874,0,0
2034,0,0,0
2035,0,8484,0
2036,0,0,-18119
2037,0,0,0
2038,0,0,-91107
2039,0,0,-8160
2040,0,0,0
2041,0,0,-21850
2042,-49854,0,0
2043,0,0,-251
2044,-19986,0,0
2045,0,0,0
2046,0,0,0
2047,0,-10510,0
2048,32391,0,0
2049,0,0,-30372
2050,0,0,-23871
2051,-10347,0,0
2052,-22,0,0
2053,0,0,-19062
2054,0,22,0
2055,0,0,0
2056,0,0,0
2057,0,0,-53042
2058,0,353562,0
2059,0,0,-55729
2060,0,0,0
2061,-22727,0,0
2062,0,0,0
2063,0,0,0
2064,-7495,0,0
2065,119674,0,0
2066,0,0,-8713
2067,0,0,-7657
2068,0,0,-78769
2069,0,-246041,0
2070,-7992,0,0
2071,0,28847,0
2072,0,0,0
2073,0,0,-41956
2074,0,0,-119389
2075,0,0,0
2076,0,0,-152816
2077,-71651,0,0
2078,0,0,0
2079,0,0,0
2080,0,0,-7726
2081,0,-151308,0
2082,0,0,0
2083,296,0,0
2084,0,0,0
2085,-51900,0,0
2086,0,0,-17582
2087,32569,0,0
2088,0,0,0
2089,-128927,0,0
2090,0,0,-224
2091,0,0,0
2092,0,31209,0
2093,0,-372904,0
2094,0,11839,0
2095,3198,0,0
2096,0,-227714,0
2097,0,0,0
2098,0,0,0
2099,0,0,-7733
2100,0,0,0
2101,0,0,0
2102,13905,0,0
2103,-15766,0,0
2104,0,0,-43837
2105,0,0,-27516
2106,0,0,0
2107,0,344199,0
2108,0,0,-40818
2109,0,-497493,0
2110,0,0,-78222
2111,0,0,0
2112,0,0,0
2113,0,0,-12512
2114,0,-130448,0
2115,0,-420384,0
2116,-200964,0,0
2117,0,0,-2515
2118,0,0,0
2119,0,0,0
2120,0,0,0
2121,0,0,0
2122,0,0,0
2123,0,0,-11
2124,-5399,0,0
2125,0,0,0
2126,0,0,0
2127,0,0,0
2128,-28578,0,0
2129,0,0,0
2130,0,0,0
2131,0,0,0
2132,0,0,0
2133,0,-39676,0
2134,-109401,0,0
2135,0,0,0
2136,0,-51742,0
2137,0,0,-3235
2138,0,0,-16604
2139,0,-39573,0
2140,0,0,-145301
2141,-16910,0,0
2142,0,0,0
2143,32316,0,0
2144,0,0,0
2145,0,0,0
2146,-6605,0,0
2147,0,0,0
2148,0,-311270,0
2149,0,0,-44927
2150,0,0,0
2151,0,22845,0
2152,0,-40273,0
2153,0,0,0
2154,0,0,-126706
2155,0,0,0
2156,0,0,-8681
2157,0,0,0
2158,0,0,-16604
2159,0,-276101,0
2160,-23529,0,0
2161,0,0,0
2162,0,-43943,0
2163,0,0,0
2164,0,-438308,0
2165,0,-696091,0
2166,0,0,0
2167,0,0,0
2168,0,0,0
2169,0,0,0
2170,0,-211535,0
2171,0,0,0
2172,0,0,0
2173,0,0,0
2174,0,0,0
2175,0,0,0
2176,0,0,0
2177,0,0,0
2178,0,0,0
2179,0,0,0
2180,0,0,0
2181,0,0,0
2182,0,-383926,0
2183,0,0,0
2184,0,61523,0
2185,0,0,-24074
2186,0,0,0
2187,0,0,0
2188,0,0,0
2189,0,0,0
2190,0,0,0
2191,0,-270606,0
2192,0,0,0
2193,0,0,0
2194,0,0,0
2195,0,-298981,0
2196,0,0,0
2197,0,0,0
2198,0,0,0
2199,0,0,0
2200,0,0,0
2201,0,0,0
2202,0,0,0
2203,0,0,0
2204,0,-23993,0
2205,24670,0,0
2206,99077,0,0
2207,0,0,0
2208,0,94900,0
2209,0,0,-65141
2210,0,0,0
2211,0,0,0
2212,0,0,0
2213,0,0,-1678
2214,1609,0,0
2215,-24198,0,0
2216,-128739,0,0
2217,0,-570395,0
2218,0,0,0
2219,0,0,0
2220,-29149,0,0
2221,0,0,0
2222,0,0,-439
2223,0,0,0
2224,-11846,0,0
2225,0,0,0
2226,0,0,0
2227,0,-26815,0
2228,0,0,0
2229,0,-52970,0
2230,0,221601,0
2231,0,0,-17005
2232,-251257,0,0
2233,0,0,-17040
2234,0,0,-531
2235,0,0,0
2236,0,-10511,0
2237,0,-238350,0
2238,0,0,-66333
2239,0,0,-2636
2240,0,0,0
2241,0,-185731,0
2242,58912,0,0
2243,0,0,0
2244,0,0,-237994
2245,0,-469754,0
2246,0,0,0
2247,0,0,0
2248,-8960,0,0
2249,0,-570408,0
2250,-111067,0,0
2251,0,0,-4251
2252,0,0,-8497
2253,0,0,-71496
2254,78723,0,0
2255,0,-211535,0
2256,0,-138623,0
2257,0,-236298,0
2258,43121,0,0
2259,0,-299314,0
2260,0,-355866,0
2261,0,0,0
2262,0,-2072,0
2263,0,0,0
2264,0,0,-22656
2265,0,0,-10381
2266,-2848,0,0
2267,0,0,0
2268,27494,0,0
2269,-57595,0,0
2270,0,0,0
2271,0,0,0
2272,0,0,0
2273,0,0,0
2274,0,0,0
2275,0,0,0
2276,0,0,0
2277,0,0,0
2278,0,0,0
2279,0,0,0
2280,0,0,0
2281,0,0,0
2282,0,0,0
2283,0,0,0
2284,0,0,0
2285,0,0,0
2286,0,0,0
2287,0,0,0
2288,0,0,0
2289,0,0,0
2290,0,0,-83903
2291,0,0,0
2292,0,0,0
2293,0,0,0
2294,0,0,0
2295,0,-1,0
2296,-40658,0,0
2297,0,0,0
2298,0,0,0
2299,0,0,0
2300,-19753,0,0
2301,0,0,0
2302,0,443015,0
2303,0,0,0
2304,0,0,0
2305,0,0,0
2306,0,0,0
2307,0,0,0
2308,0,0,0
2309,0,-444219,0
2310,0,0,0
2311,0,-2045,0
2312,0,0,0
2313,0,0,0
2314,0,0,0
2315,0,0,0
2316,0,0,0
2317,0,0,0
2318,0,0,0
2319,99808,0,0
2320,0,0,0
2321,0,0,0
2322,-14653,0,0
2323,0,0,0
2324,0,0,-798
2325,0,0,0
2326,0,0,0
2327,0,40237,0
2328,-63428,0,0
2329,0,0,0
2330,0,0,0
2331,0,0,0
2332,0,364829,0
2333,0,0,0
2334,0,0,0
2335,0,0,0
2336,0,-43501,0
2337,0,0,0
2338,0,0,0
2339,0,0,0
2340,64226,0,0
2341,0,0,0
2342,1,0,0
2343,0,0,0
2344,0,0,0
2345,-103457,0,0
2346,0,0,0
2347,0,0,0
2348,0,0,0
2349,0,0,0
2350,0,0,0
2351,0,0,0
2352,0,0,0
2353,0,-200853,0
2354,0,0,-3872
2355,0,0,0
2356,0,0,0
2357,0,0,0
2358,0,0,0
2359,0,0,0
2360,0,0,0
2361,0,0,0
2362,0,0,0
2363,0,0,0
2364,0,0,0
2365,0,0,0
2366,0,0,0
2367,0,0,0
2368,0,0,0
2369,0,0,0
2370,0,0,0
2371,0,0,0
2372,0,0,0
2373,0,0,0
2374,0,0,0
2375,0,0,0
2376,0,0,0
2377,0,0,0
2378,0,0,0
2379,163,0,0
2380,0,0,0
2381,0,0,0
2382,0,0,0
2383,0,0,0
2384,0,0,0
2385,0,0,0
2386,0,0,0
2387,0,0,0
2388,0,0,0
2389,0,0,0
2390,0,0,0
2391,0,0,0
2392,0,0,0
2393,17227,0,0
2394,0,0,0
2395,0,896023,0
2396,0,0,0
2397,0,0,0
2398,0,0,0
2399,0,0,0
2400,0,0,0
2401,0,0,0
2402,0,0,0
2403,0,0,0
2404,0,0,0
2405,0,0,0
2406,0,0,0
2407,-17586,0,0
2408,0,0,0
2409,0,0,0
2410,0,0,0
2411,0,0,0
2412,0,0,0
2413,0,0,0
2414,0,0,0
2415,0,0,0
2416,0,0,0
2417,0,0,0
2418,0,0,0
2419,0,0,0
2420,0,0,0
2421,0,0,0
2422,0,0,0
2423,0,0,0
2424,0,0,0
2425,0,0,0
2426,0,0,0
2427,0,0,0
2428,0,0,0
2429,0,0,0
2430,0,0,0
2431,0,0,0
2432,0,0,0
2433,0,0,0
2434,0,0,0
2435,0,0,0
2436,0,0,0
2437,0,0,0
2438,0,0,0
2439,0,238884,0
2440,0,0,0
2441,0,0,0
2442,0,0,0
2443,88335,0,0
2444,0,0,0
2445,0,0,0
2446,0,0,0
2447,8741,0,0
2448,0,0,0
2449,0,0,0
2450,0,0,-97347
2451,0,0,0
2452,0,0,0
2453,0,0,0
2454,0,0,0
2455,0,0,0
2456,0,0,0
2457,34820,0,0
2458,0,0,0
2459,0,0,0
2460,1,0,0
2461,0,0,0
2462,0,0,0
2463,0,-798213,0
2464,0,0,0
2465,0,0,0
2466,0,0,0
2467,0,0,0
2468,0,0,0
2469,-1,0,0
2470,-41386,0,0
2471,0,0,0
2472,0,0,0
2473,0,0,0
2474,0,0,0
2475,0,1040,0
2476,0,0,0
2477,0,0,0
2478,0,0,0
2479,41386,0,0
2480,0,0,0
2481,0,0,0
2482,0,0,0
2483,-1040,0,0
2484,0,0,0
2485,0,0,0
2486,0,0,0
2487,0,0,0
2488,0,0,0
2489,0,0,0
2490,0,0,0
2491,0,0,0
2492,0,0,0
2493,0,0,0
2494,0,0,0
2495,0,0,0
2496,0,0,0
2497,0,0,0
2498,0,0,0
2499,0,0,0
2500,0,0,0
2501,0,0,0
2502,0,0,0
2503,0,0,0
2504,511196,0,0
2505,0,0,0
2506,-66977,0,0
2507,0,0,0
2508,0,0,0
2509,0,0,0
2510,0,0,0
2511,0,0,0
2512,0,0,0
2513,0,0,-1681
2514,0,0,0
2515,0,0,0
2516,12551,0,0
2517,0,257020,0
2518,0,0,0
2519,0,0,0
2520,0,0,0
2521,0,-25973,0
2522,0,0,0
2523,0,0,0
2524,0,0,0
2525,0,0,0
2526,0,0,0
2527,0,0,0
2528,0,0,0
2529,0,0,0
2530,0,0,0
2531,0,0,0
2532,0,-444218,0
2533,0,0,0
2534,0,0,0
2535,0,0,0
2536,0,0,0
2537,0,-209881,0
2538,25973,0,0
2539,1333,0,0
2540,0,0,0
2541,0,0,0
2542,164,0,0
2543,-1333,0,0
2544,0,0,0
2545,0,0,0
2546,0,0,0
2547,-1,0,0
2548,0,-211939,0
2549,0,0,0
2550,0,0,0
2551,0,0,0
2552,0,0,0
2553,0,0,0
2554,0,0,0
2555,0,0,0
2556,0,0,0
2557,416043,0,0
2558,0,0,0
2559,0,0,0
2560,-120528,0,0
2561,104268,0,0
2562,0,574155,0
2563,0,0,0
2564,0,0,0
2565,0,0,0
2566,0,68163,0
2567,0,0,0
2568,0,0,0
2569,0,0,0
2570,0,0,0
2571,0,0,0
2572,0,0,0
2573,0,0,-18706
2574,0,-505876,0
2575,0,0,0
2576,-104268,0,0
2577,0,-95711,0
2578,0,0,0
2579,0,0,0
2580,0,-295515,0
2581,0,0,0
2582,0,0,0
2583,0,0,0
2584,0,0,0
2585,0,0,0
2586,0,0,0
2587,0,0,0
2588,0,0,0
2589,0,0,0
2590,-156869,0,0
2591,0,0,0
2592,0,0,0
2593,-17227,0,0
2594,0,0,0
2595,0,0,0
2596,0,0,0
2597,0,0,0
2598,0,0,0
2599,0,0,0
2600,0,0,0
2601,0,0,0
2602,0,0,-7643
2603,0,0,0
2604,0,0,0
2605,0,0,0
2606,0,0,0
2607,0,0,0
2608,0,0,0
2609,0,0,0
2610,0,0,0
2611,0,0,0
2612,0,391802,0
2613,0,0,0
2614,0,0,0
2615,-89619,0,0
2616,0,0,0
2617,0,0,-59674
2618,0,0,0
2619,0,0,-47
2620,0,0,0
2621,-143556,0,0
2622,0,0,0
2623,46276,0,0
2624,-11597,0,0
2625,0,0,0
2626,4544,0,0
2627,216984,0,0
2628,0,0,0
2629,-29972,0,0
2630,0,0,0
2631,0,0,0
2632,0,0,0
2633,0,0,0
2634,0,0,0
2635,0,0,0
2636,0,0,0
2637,0,0,0
2638,0,0,0
2639,0,0,0
2640,0,0,0
2641,-29004,0,0
2642,0,0,0
2643,-16591,0,0
2644,0,0,0
2645,0,0,0
2646,82466,0,0
2647,16754,0,0
2648,0,0,0
2649,0,0,0
2650,129779,0,0
2651,-183241,0,0
2652,0,0,0
2653,0,0,0
2654,-217147,0,0
2655,0,0,0
2656,0,0,0
2657,0,-29004,0
2658,0,0,-7184
2659,0,0,0
2660,0,830,0
2661,0,0,0
2662,284324,0,0
2663,0,4715,0
2664,0,0,0
2665,0,0,0
2666,0,-145246,0
2667,0,0,-43426
2668,0,0,0
2669,-1,0,0
2670,0,0,0
2671,0,0,0
2672,-54622,0,0
2673,0,0,0
2674,0,0,0
2675,0,36430,0
2676,0,0,0
2677,0,0,-118863
2678,0,0,-4284
2679,0,0,-20520
2680,-34135,0,0
2681,0,-41673,0
2682,0,0,0
2683,0,0,0
2684,0,0,0
2685,0,0,0
2686,0,171675,0
2687,0,0,0
2688,0,-64744,0
2689,-51182,0,0
2690,0,0,0
2691,0,0,0
2692,0,0,0
2693,0,0,0
2694,0,0,0
2695,0,0,0
2696,0,0,0
2697,0,0,0
2698,0,-830,0
2699,0,-362713,0
2700,0,0,0
2701,0,29972,0
2702,0,0,0
2703,0,0,0
2704,0,0,0
2705,0,0,0
2706,0,0,0
2707,0,0,0
2708,0,0,0
2709,158609,0,0
2710,0,0,0
2711,0,0,0
2712,0,0,0
2713,0,0,0
2714,-18969,0,0
2715,0,0,0
2716,0,0,0
2717,0,0,0
2718,0,0,0
2719,0,0,0
2720,-76474,0,0
2721,0,0,0
2722,0,0,0
2723,0,0,0
2724,0,0,0
2725,0,0,0
2726,-91631,0,0
2727,19753,0,0
2728,0,0,0
2729,0,0,0
2730,0,0,0
2731,0,0,0
2732,0,0,0
2733,0,0,0
2734,0,0,0
2735,0,0,0
2736,2072,0,0
2737,0,0,0
2738,0,0,0
2739,-32044,0,0
2740,0,0,0
2741,0,0,0
2742,0,0,0
2743,0,0,0
2744,0,0,0
2745,0,425121,0
2746,0,0,0
2747,0,0,0
2748,0,0,0
2749,0,0,0
2750,0,0,0
2751,0,0,0
2752,0,0,0
2753,0,0,0
2754,0,0,0
2755,0,0,0
2756,0,0,0
2757,0,0,0
2758,0,0,0
2759,0,0,0
2760,0,0,0
2761,0,0,0
2762,0,0,0
2763,-20880,0,0
2764,-13844,0,0
2765,0,0,0
2766,0,-191382,0
2767,0,0,0
2768,0,0,0
2769,0,0,0
2770,0,0,0
2771,0,0,0
2772,0,0,0
2773,0,0,0
2774,22,0,0
2775,0,0,0
2776,0,0,0
2777,-3396,0,0
2778,0,0,0
2779,613681,0,0
2780,0,0,0
2781,0,0,0
2782,0,0,-114266
2783,0,0,0
2784,0,0,0
2785,0,0,0
2786,0,0,0
2787,0,0,0
2788,0,0,-82015
2789,0,0,0
2790,0,0,0
2791,0,0,0
2792,0,-27409,0
2793,1,0,0
2794,0,0,0
2795,-25418,0,0
2796,0,0,0
2797,0,0,0
2798,0,0,0
2799,0,0,0
2800,0,0,0
2801,0,0,0
2802,25396,0,0
2803,0,0,0
2804,59846,0,0
2805,0,0,0
2806,0,0,0
2807,0,504595,0
2808,0,-257384,0
2809,0,0,0
2810,-57925,0,0
2811,0,0,0
2812,0,0,-15900
2813,0,0,0
2814,0,0,0
2815,0,0,-46180
2816,0,0,0
2817,830,0,0
2818,0,0,0
2819,0,0,0
2820,0,0,0
2821,-54290,0,0
2822,0,0,0
2823,1242,0,0
2824,-59608,0,0
2825,0,0,0
2826,0,0,0
2827,41451,0,0
2828,32841,0,0
2829,-82913,0,0
2830,0,0,0
2831,0,0,0
2832,0,0,0
2833,0,0,0
2834,0,0,0
2835,-101472,0,0
2836,0,49710,0
2837,0,0,0
2838,0,0,0
2839,29972,0,0
2840,249380,0,0
2841,0,0,0
2842,0,0,0
2843,12141,0,0
2844,0,0,0
2845,0,0,0
2846,0,0,0
2847,0,0,0
2848,0,0,-3699
2849,0,76970,0
2850,0,0,0
2851,0,0,-110421
2852,0,0,0
2853,-67509,0,0
2854,0,-76970,0
2855,0,0,-95548
2856,0,0,0
2857,0,0,0
2858,0,0,0
2859,0,-28847,0
2860,0,0,0
2861,0,0,0
2862,0,0,0
2863,0,0,0
2864,67510,0,0
2865,0,0,0
2866,0,0,0
2867,0,288513,0
2868,0,0,0
2869,0,0,0
2870,0,70622,0
2871,0,0,0
2872,-67510,0,0
2873,0,0,0
2874,0,0,0
2875,0,0,0
2876,0,0,0
2877,-73460,0,0
2878,-102343,0,0
2879,-14055,0,0
2880,0,-288513,0
2881,0,0,0
2882,66029,0,0
2883,0,322430,0
2884,0,0,0
2885,40237,0,0
2886,0,0,0
2887,0,0,0
2888,0,0,0
2889,-83669,0,0
2890,97824,0,0
2891,0,0,0
2892,0,0,0
2893,65115,0,0
2894,0,0,0
2895,0,0,0
2896,0,0,0
2897,0,570395,0
2898,0,0,0
2899,0,0,0
2900,0,0,0
2901,0,0,0
2902,0,0,-11264
2903,-107338,0,0
2904,0,0,0
2905,0,0,0
2906,-83855,0,0
2907,0,0,0
2908,0,0,0
2909,0,0,0
2910,0,0,0
2911,0,-340934,0
2912,-9911,0,0
2913,-1,0,0
2914,0,0,0
2915,0,336629,0
2916,0,0,0
2917,0,0,0
2918,0,0,0
2919,0,0,0
2920,0,0,0
2921,0,0,-4473
2922,0,0,0
2923,16373,0,0
2924,0,214973,0
2925,-214973,0,0
2926,31123,0,0
2927,0,0,0
2928,0,0,0
2929,0,0,0
2930,0,0,0
2931,0,0,0
2932,40237,0,0
2933,-1518,0,0
2934,0,0,0
2935,0,-164103,0
2936,0,0,0
2937,-160039,0,0
2938,29003,0,0
2939,0,0,0
2940,200015,0,0
2941,0,16064,0
2942,0,0,-9600
2943,0,0,0
2944,20759,0,0
2945,0,0,-10168
2946,15077,0,0
2947,0,0,0
2948,0,0,0
2949,-67509,0,0
2950,59403,0,0
2951,0,0,0
2952,0,0,0
2953,3197,0,0
2954,0,0,0
2955,0,0,-74144
2956,12867,0,0
2957,-12867,0,0
2958,0,0,0
2959,0,477298,0
2960,-53648,0,0
2961,0,0,0
2962,67509,0,0
2963,0,0,-56080
2964,0,246041,0
2965,0,0,0
2966,0,0,0
2967,0,63394,0
2968,0,0,0
2969,0,20140,0
2970,0,0,0
2971,0,0,0
2972,-67509,0,0
2973,0,0,0
2974,-54367,0,0
2975,0,0,0
2976,67509,0,0
2977,0,0,0
2978,-67509,0,0
2979,0,0,0
2980,0,0,0
2981,0,0,0
2982,0,0,0
2983,0,0,0
2984,0,0,0
2985,67509,0,0
2986,0,0,-8270
2987,0,0,0
2988,62066,0,0
2989,0,-227353,0
2990,0,0,0
2991,0,0,0
2992,0,0,0
2993,-69463,0,0
2994,0,0,0
