iteration,operator_0,operator_1,operator_2
2995,0,0,0
2996,0,0,0
2997,0,0,0
2998,0,0,0
2999,-67509,0,0
3000,0,-246041,0
3001,24239,0,0
3002,-20326,0,0
3003,0,0,0
3004,0,-9028,0
3005,-59667,0,0
3006,-42369,0,0
3007,101492,0,0
3008,-59123,0,0
3009,0,0,0
3010,0,0,0
3011,0,0,0
3012,0,-418658,0
3013,0,0,0
3014,9028,0,0
3015,0,0,0
3016,76468,0,0
3017,0,0,0
3018,-58640,0,0
3019,0,551113,0
3020,-13793,0,0
3021,-27872,0,0
3022,-50210,0,0
3023,142967,0,0
3024,-103425,0,0
3025,0,0,-11115
3026,8186,0,0
3027,0,590160,0
3028,0,0,-31369
3029,0,0,0
3030,0,-235672,0
3031,0,0,0
3032,0,0,0
3033,0,0,0
3034,0,-259249,0
3035,0,0,0
3036,0,0,0
3037,0,259249,0
3038,0,0,0
3039,0,0,0
3040,0,0,-8174
3041,46728,0,0
3042,0,0,0
3043,0,-30,0
3044,0,0,0
3045,0,0,0
3046,0,0,0
3047,0,0,0
3048,0,259426,0
3049,0,-259426,0
3050,0,0,0
3051,0,0,0
3052,0,0,0
3053,-194040,0,0
3054,0,0,0
3055,0,0,0
3056,0,64464,0
3057,-66198,0,0
3058,-33626,0,0
3059,0,0,0
3060,0,0,0
3061,0,-211915,0
3062,0,0,0
3063,-17858,0,0
3064,-29763,0,0
3065,0,0,0
3066,0,0,0
3067,0,0,0
3068,0,0,0
3069,0,0,0
3070,0,0,0
3071,217431,0,0
3072,0,0,0
3073,0,0,0
3074,-202449,0,0
3075,0,0,0
3076,202449,0,0
3077,0,0,0
3078,0,0,0
3079,0,0,0
3080,0,0,0
3081,0,0,0
3082,-202449,0,0
3083,0,-53013,0
3084,0,0,0
3085,0,0,0
3086,0,0,0
3087,0,0,0
3088,52238,0,0
3089,150057,0,0
3090,0,0,0
3091,0,-590160,0
3092,0,0,0
3093,0,0,-1025
3094,0,0,0
3095,0,0,0
3096,0,0,0
3097,0,0,0
3098,0,0,0
3099,0,0,0
3100,0,0,-13826
3101,0,0,0
3102,0,0,0
3103,0,0,0
3104,187414,0,0
3105,0,0,0
3106,0,0,0
3107,0,0,0
3108,-32573,0,0
3109,0,0,0
3110,64233,0,0
3111,0,0,0
3112,-99446,0,0
3113,0,0,0
3114,0,0,0
3115,0,-254923,0
3116,0,0,0
3117,0,0,0
3118,0,0,0
3119,0,0,0
3120,-115049,0,0
3121,0,0,0
3122,0,0,0
3123,0,0,0
3124,33907,0,0
3125,0,0,0
3126,-16591,0,0
3127,0,0,-12500
3128,0,0,0
3129,0,0,0
3130,0,0,-44268
3131,0,0,0
3132,0,0,0
3133,0,0,0
3134,0,0,0
3135,0,0,0
3136,0,0,0
3137,0,293269,0
3138,0,0,0
3139,0,0,0
3140,0,0,0
3141,13696,0,0
3142,0,-507910,0
3143,0,0,0
3144,0,0,0
3145,0,0,0
3146,0,0,-26450
3147,0,0,0
3148,0,0,0
3149,0,0,0
3150,0,0,0
3151,0,0,0
3152,0,0,0
3153,0,0,0
3154,56070,0,0
3155,0,0,-7463
3156,0,175806,0
3157,0,0,-26724
3158,0,0,0
3159,0,0,0
3160,0,0,0
3161,0,0,0
3162,9028,0,0
3163,0,0,0
3164,299821,0,0
3165,0,0,0
3166,0,0,0
3167,0,0,0
3168,0,0,0
3169,0,0,0
3170,0,-175806,0
3171,0,0,0
3172,0,0,-50257
3173,0,0,0
3174,0,0,0
3175,0,0,0
3176,0,0,0
3177,0,0,-23471
3178,0,0,0
3179,0,0,0
3180,0,0,0
3181,11380,0,0
3182,0,219946,0
3183,0,0,0
3184,0,0,0
3185,0,0,0
3186,-121919,0,0
3187,0,0,0
3188,0,-233792,0
3189,0,0,0
3190,-3362,0,0
3191,0,0,0
3192,0,0,0
3193,0,0,0
3194,0,33626,0
3195,0,0,0
3196,0,0,0
3197,0,0,0
3198,0,-11380,0
3199,0,0,0
3200,0,0,-22363
3201,0,0,0
3202,134593,0,0
3203,535590,0,0
3204,0,0,0
3205,0,0,0
3206,0,0,0
3207,0,0,0
3208,-24018,0,0
3209,0,0,0
3210,138692,0,0
3211,0,-259426,0
3212,0,0,-131838
3213,-38592,0,0
3214,0,0,0
3215,0,0,0
3216,0,-18328,0
3217,0,0,0
3218,38592,0,0
3219,0,0,0
3220,0,0,0
3221,0,0,0
3222,0,0,0
3223,0,0,-69089
3224,0,0,0
3225,0,0,0
3226,0,0,-3451
3227,0,0,0
3228,0,0,0
3229,102227,0,0
3230,-18943,0,0
3231,0,0,0
3232,0,0,0
3233,-3909,0,0
3234,3909,0,0
3235,0,0,0
3236,0,0,0
3237,182823,0,0
3238,0,0,0
3239,0,0,0
3240,0,0,0
3241,0,0,0
3242,0,0,0
3243,0,0,0
3244,0,0,0
3245,0,0,0
3246,0,0,0
3247,0,0,0
3248,-78080,0,0
3249,0,0,0
3250,0,0,0
3251,0,0,-141276
3252,0,0,-14946
3253,67239,0,0
3254,0,0,0
3255,0,0,-18675
3256,0,0,0
3257,0,-209881,0
3258,0,0,0
3259,-85170,0,0
3260,-4426,0,0
3261,-4703,0,0
3262,0,-364951,0
3263,1,0,0
3264,0,0,0
3265,0,-235672,0
3266,0,0,0
3267,148410,0,0
3268,0,-372210,0
3269,0,0,0
3270,0,0,0
3271,-89384,0,0
3272,-143421,0,0
3273,0,0,0
3274,0,0,-152349
3275,0,0,-59925
3276,-1379,0,0
3277,0,0,0
3278,0,0,0
3279,0,0,0
3280,0,-9471,0
3281,27175,0,0
3282,-92907,0,0
3283,0,0,0
3284,0,-310224,0
3285,0,-99040,0
3286,0,0,0
3287,0,0,0
3288,1379,0,0
3289,0,0,0
3290,0,0,0
3291,0,-147741,0
3292,0,0,0
3293,0,0,-11356
3294,-22216,0,0
3295,-12296,0,0
3296,0,0,0
3297,0,0,0
3298,-2072,0,0
3299,0,0,0
3300,-48885,0,0
3301,-115468,0,0
3302,0,0,0
3303,0,0,0
3304,0,0,0
3305,0,0,0
3306,0,-75780,0
3307,19654,0,0
3308,-4590,0,0
3309,0,0,0
3310,-53796,0,0
3311,0,0,0
3312,-145562,0,0
3313,0,0,0
3314,0,0,0
3315,0,-652616,0
3316,0,0,-35952
3317,0,0,0
3318,0,0,0
3319,11730,0,0
3320,-10256,0,0
3321,0,0,0
3322,0,0,0
3323,0,0,0
3324,-207720,0,0
3325,0,-515247,0
3326,0,0,-6790
3327,0,0,0
3328,0,0,-5250
3329,0,0,0
3330,0,0,0
3331,0,-79921,0
3332,0,-212139,0
3333,0,0,0
3334,-70689,0,0
3335,0,0,0
3336,0,0,0
3337,0,-14971,0
3338,0,0,0
3339,85171,0,0
3340,0,0,0
3341,-85171,0,0
3342,0,0,0
3343,0,0,0
3344,0,0,0
3345,0,0,0
3346,0,0,-5693
3347,0,0,0
3348,0,0,0
3349,0,0,0
3350,0,0,0
3351,0,-10900,0
3352,-43355,0,0
3353,0,-17351,0
3354,0,0,0
3355,0,65953,0
3356,0,0,0
3357,-15264,0,0
3358,-88459,0,0
3359,0,0,-51597
3360,0,-32179,0
3361,0,0,0
3362,0,0,-121796
3363,0,0,0
3364,-16368,0,0
3365,0,0,0
3366,0,0,-124427
3367,0,0,0
3368,0,0,0
3369,0,0,0
3370,0,116258,0
3371,0,-302941,0
3372,-2560,0,0
3373,0,-391413,0
3374,-63518,0,0
3375,0,0,-67534
3376,0,0,0
3377,55386,0,0
3378,0,0,0
3379,0,0,0
3380,0,0,0
3381,0,0,0
3382,0,0,0
3383,0,0,0
3384,0,2560,0
3385,0,-1947,0
3386,-54558,0,0
3387,-20550,0,0
3388,-183698,0,0
3389,0,0,-31791
3390,0,0,0
3391,0,-254355,0
3392,0,408862,0
3393,0,0,0
3394,0,0,0
3395,0,-367078,0
3396,0,0,0
3397,0,0,0
3398,0,70326,0
3399,0,0,0
3400,0,0,0
3401,59488,0,0
3402,-38452,0,0
3403,0,0,0
3404,0,-24198,0
3405,0,0,0
3406,0,0,0
3407,13855,0,0
3408,0,0,-269
3409,0,31829,0
3410,-54622,0,0
3411,0,0,-160343
3412,0,-506480,0
3413,0,-13855,0
3414,0,-57910,0
3415,280734,0,0
3416,0,0,-31309
3417,0,-936260,0
3418,-78569,0,0
3419,0,0,0
3420,0,0,-35979
3421,0,-470077,0
3422,0,0,0
3423,0,0,0
3424,0,0,0
3425,0,0,0
3426,0,0,-69363
3427,0,0,0
3428,0,-52,0
3429,-88246,0,0
3430,0,0,0
3431,0,-61523,0
3432,41113,0,0
3433,0,0,0
3434,0,0,0
3435,-175588,0,0
3436,-85288,0,0
3437,0,0,0
3438,0,0,0
3439,0,0,-18510
3440,0,-110914,0
3441,0,0,0
3442,0,0,-19277
3443,0,-242129,0
3444,0,0,0
3445,0,-280959,0
3446,127907,0,0
3447,0,0,0
3448,0,0,0
3449,99801,0,0
3450,0,0,-74183
3451,0,0,0
3452,0,0,0
3453,-189320,0,0
3454,-72340,0,0
3455,0,0,0
3456,72340,0,0
3457,0,0,0
3458,-72340,0,0
3459,0,0,0
3460,0,0,0
3461,0,0,0
3462,0,0,-63943
3463,0,0,0
3464,0,-274070,0
3465,0,0,0
3466,0,-10198,0
3467,0,0,0
3468,0,0,0
3469,0,0,0
3470,0,-17974,0
3471,-31630,0,0
3472,0,0,0
3473,0,0,0
3474,0,234437,0
3475,0,0,0
3476,-47325,0,0
3477,0,0,0
3478,74898,0,0
3479,0,-122192,0
3480,0,-81941,0
3481,-152524,0,0
3482,-239032,0,0
3483,0,-531203,0
3484,0,0,0
3485,0,0,0
3486,142918,0,0
3487,0,0,-78368
3488,0,0,0
3489,34339,0,0
3490,0,0,0
3491,-2195,0,0
3492,0,0,0
3493,0,0,-11097
3494,0,0,0
3495,0,0,-68303
3496,0,0,-23186
3497,-20821,0,0
3498,0,0,-55207
3499,0,0,0
3500,-63652,0,0
3501,0,0,0
3502,103009,0,0
3503,0,0,0
3504,-15847,0,0
3505,-69867,0,0
3506,0,0,0
3507,0,0,-31096
3508,0,0,0
3509,-92536,0,0
3510,0,0,0
3511,0,-539762,0
3512,0,-136418,0
3513,0,0,-225843
3514,0,0,0
3515,-11432,0,0
3516,0,-227090,0
3517,0,0,0
3518,0,0,0
3519,0,27253,0
3520,-108620,0,0
3521,0,0,-47070
3522,99497,0,0
3523,-4004,0,0
3524,0,0,-19853
3525,0,0,-1782
3526,0,-352396,0
3527,0,0,0
3528,0,0,0
3529,0,0,0
3530,0,0,0
3531,0,0,0
3532,0,0,0
3533,0,0,-7104
3534,0,0,0
3535,0,0,0
3536,0,0,0
3537,-142875,0,0
3538,-65860,0,0
3539,0,0,0
3540,0,0,-25067
3541,-215517,0,0
3542,-54622,0,0
3543,0,-280959,0
3544,155603,0,0
3545,0,0,0
3546,0,-40974,0
3547,0,0,-99319
3548,-16679,0,0
3549,0,0,0
3550,0,-469428,0
3551,0,0,0
3552,0,0,0
3553,0,-722545,0
3554,0,0,0
3555,12561,0,0
3556,-1,0,0
3557,-70058,0,0
3558,0,0,0
3559,0,0,0
3560,0,0,-4715
3561,0,0,0
3562,0,0,-27831
3563,-35539,0,0
3564,0,0,0
3565,0,0,0
3566,0,0,-42662
3567,-101064,0,0
3568,0,0,-11
3569,0,0,0
3570,0,0,0
3571,0,0,0
3572,0,0,0
3573,1,0,0
3574,0,-506480,0
3575,0,0,-147341
3576,0,506480,0
3577,0,0,-92508
3578,0,0,0
3579,0,-1,0
3580,77014,0,0
3581,0,0,-34408
3582,0,0,0
3583,0,-35928,0
3584,0,462894,0
3585,0,-345070,0
3586,-25086,0,0
3587,-1859,0,0
3588,0,-424204,0
3589,0,0,-57410
3590,0,0,0
3591,-34623,0,0
3592,0,0,0
3593,0,0,0
3594,-53990,0,0
3595,0,-2206,0
3596,-78501,0,0
3597,0,0,0
3598,0,0,0
3599,0,0,0
3600,0,0,-32282
3601,0,0,0
3602,0,0,0
3603,0,0,0
3604,-76506,0,0
3605,0,0,-2868
3606,0,0,0
3607,0,0,0
3608,0,0,0
3609,0,-30,0
3610,0,0,0
3611,0,0,0
3612,2235,0,0
3613,1,0,0
3614,0,0,-114096
3615,0,0,0
3616,0,-1,0
3617,0,0,0
3618,0,0,-8513
3619,0,0,0
3620,0,-295515,0
3621,-176938,0,0
3622,0,0,0
3623,0,0,0
3624,0,-1190,0
3625,0,0,0
3626,0,0,0
3627,11,0,0
3628,0,0,0
3629,0,129511,0
3630,0,0,0
3631,0,0,0
3632,0,0,0
3633,0,-259753,0
3634,0,-555827,0
3635,0,0,0
3636,0,-289212,0
3637,0,0,0
3638,0,-858347,0
3639,0,0,0
3640,0,0,0
3641,0,-444218,0
3642,25926,0,0
3643,0,0,0
3644,0,0,0
3645,0,0,0
3646,49963,0,0
3647,0,0,-40909
3648,0,0,0
3649,0,-331851,0
3650,0,0,0
3651,0,-1204,0
3652,0,0,0
3653,0,0,-26374
3654,-42405,0,0
3655,-12,0,0
3656,0,0,0
3657,-132107,0,0
3658,-31209,0,0
3659,0,0,0
3660,0,0,0
3661,0,0,0
3662,0,0,0
3663,0,-49456,0
3664,0,0,0
3665,0,0,-1
3666,-11380,0,0
3667,0,0,0
3668,-116311,0,0
3669,0,0,0
3670,1859,0,0
3671,0,0,0
3672,0,0,-23439
3673,0,-81747,0
3674,0,0,-54526
3675,0,-793309,0
3676,0,0,-306
3677,0,0,0
3678,-97703,0,0
3679,0,0,0
3680,0,0,0
3681,-24490,0,0
3682,0,-248122,0
3683,0,0,0
3684,0,0,-132215
3685,0,0,0
3686,0,0,0
3687,0,0,-5737
3688,164828,0,0
3689,0,-202467,0
3690,0,0,0
3691,0,0,0
3692,0,0,0
3693,0,0,0
3694,0,0,0
3695,0,0,0
3696,-49755,0,0
3697,0,0,0
3698,31971,0,0
3699,0,0,0
3700,0,0,-21268
3701,0,-166308,0
3702,0,107743,0
3703,0,0,-105755
3704,0,0,0
3705,0,0,-163098
3706,0,0,0
3707,0,305423,0
3708,0,0,0
3709,0,0,0
3710,0,0,0
3711,0,0,-14698
3712,0,0,0
3713,0,0,0
3714,0,0,0
3715,0,-334113,0
3716,0,0,0
3717,0,-291847,0
3718,0,0,0
3719,0,-354943,0
3720,0,0,0
3721,0,0,0
3722,0,0,0
3723,0,0,0
3724,13855,0,0
3725,0,0,-43310
3726,-194474,0,0
3727,524266,0,0
3728,0,0,-27400
3729,0,-569436,0
3730,0,-27494,0
3731,0,0,0
3732,0,0,0
3733,-52830,0,0
3734,0,0,0
3735,-48707,0,0
3736,0,0,0
3737,0,0,0
3738,-114257,0,0
3739,0,0,0
3740,0,0,0
3741,0,0,0
3742,0,-505957,0
3743,0,-375729,0
3744,0,-36752,0
3745,0,779282,0
3746,0,0,-61954
3747,0,0,0
3748,0,0,0
3749,0,0,-498
3750,0,0,-9359
3751,0,0,0
3752,0,0,-36170
3753,0,0,-295852
3754,8690,0,0
3755,96902,0,0
3756,0,0,0
3757,0,-33264,0
3758,0,0,0
3759,5675,0,0
3760,0,-349074,0
3761,0,0,0
3762,0,0,-17462
3763,0,0,0
3764,0,0,0
3765,0,0,-31295
3766,0,0,0
3767,0,0,0
3768,0,-295050,0
3769,0,0,0
3770,0,0,-10286
3771,0,0,0
3772,0,0,0
3773,0,19363,0
3774,0,0,0
3775,0,0,0
3776,0,-90058,0
3777,0,0,0
3778,0,0,0
3779,-72392,0,0
3780,0,0,-27127
3781,0,-405807,0
3782,0,0,0
3783,0,0,0
3784,0,0,0
3785,0,13189,0
3786,0,0,0
3787,0,-507956,0
3788,-185696,0,0
3789,0,0,0
3790,0,0,0
3791,0,0,0
3792,0,0,-24639
3793,0,0,0
3794,0,0,0
3795,0,-234199,0
3796,0,0,-140698
3797,0,0,-40154
3798,0,0,0
3799,0,0,0
3800,0,0,0
3801,-42847,0,0
3802,77808,0,0
3803,-92942,0,0
3804,0,0,0
3805,-9931,0,0
3806,0,0,-23186
3807,0,0,0
3808,0,0,-117181
3809,0,0,0
3810,0,0,0
3811,-26714,0,0
3812,0,0,0
3813,0,0,-9903
3814,103522,0,0
3815,0,0,-77817
3816,0,0,0
3817,0,0,0
3818,0,0,0
3819,0,-316729,0
3820,-37544,0,0
3821,0,0,0
3822,0,0,-64387
3823,0,-347737,0
3824,0,0,0
3825,0,0,0
3826,0,0,0
3827,0,0,0
3828,0,0,0
3829,0,-484508,0
3830,0,0,0
3831,-27166,0,0
3832,0,0,0
3833,-33563,0,0
3834,0,0,-47876
3835,0,0,0
3836,0,0,0
3837,0,0,0
3838,0,0,0
3839,0,0,0
3840,0,0,-36612
3841,0,0,-55300
3842,0,0,0
3843,0,0,0
3844,0,0,0
3845,0,0,0
3846,-47962,0,0
3847,64925,0,0
3848,0,0,0
3849,-42910,0,0
3850,0,0,0
3851,0,0,-18201
3852,0,0,-15678
3853,0,0,0
3854,0,0,-21878
3855,0,-199021,0
3856,0,268766,0
3857,-798,0,0
3858,0,0,-90169
3859,-83237,0,0
3860,0,99286,0
3861,0,0,-34369
3862,0,0,0
3863,2474,0,0
3864,0,0,0
3865,0,0,-101121
3866,0,0,0
3867,28834,0,0
3868,0,0,0
3869,0,0,-79305
3870,0,0,0
3871,0,-63544,0
3872,0,-236081,0
3873,-21138,0,0
3874,0,-295515,0
3875,0,0,-90726
3876,-8482,0,0
3877,0,0,0
3878,-47923,0,0
3879,-101871,0,0
3880,0,0,0
3881,0,-3630,0
3882,0,-219354,0
3883,0,0,-41976
3884,0,0,0
3885,0,0,0
3886,0,0,0
3887,-69927,0,0
3888,150592,0,0
3889,0,0,0
3890,0,0,0
3891,0,0,0
3892,-7053,0,0
3893,0,0,0
3894,0,0,0
3895,0,0,0
3896,0,0,-52839
3897,0,-729969,0
3898,0,-348449,0
3899,0,0,0
3900,0,0,0
3901,0,0,0
3902,0,-166286,0
3903,0,0,0
3904,-104243,0,0
3905,-122742,0,0
3906,0,0,0
3907,0,0,0
3908,0,0,0
3909,0,-120891,0
3910,0,-49183,0
3911,0,0,0
3912,0,0,0
3913,0,0,0
3914,-10895,0,0
3915,0,-285993,0
3916,0,-2762,0
3917,0,0,0
3918,0,0,0
3919,50104,0,0
3920,0,-752137,0
3921,0,0,0
3922,0,-430823,0
3923,0,-479748,0
3924,0,0,0
3925,0,0,0
3926,-30395,0,0
3927,-1416,0,0
3928,0,0,0
3929,0,-78158,0
3930,0,-749434,0
3931,0,0,0
3932,1,0,0
3933,0,0,0
3934,-1,0,0
3935,0,0,0
3936,-54294,0,0
3937,0,-50519,0
3938,0,0,-19313
3939,0,0,0
3940,0,0,0
3941,0,0,0
3942,290575,0,0
3943,0,0,0
3944,0,-378084,0
3945,0,0,0
3946,0,566560,0
3947,-47627,0,0
3948,0,0,0
3949,0,-2615,0
3950,0,0,0
3951,56345,0,0
3952,170764,0,0
3953,0,0,-40000
3954,0,0,0
3955,0,-9088,0
3956,-200654,0,0
3957,0,0,0
3958,0,-336088,0
3959,0,0,-69595
3960,-69467,0,0
3961,0,0,-61299
3962,0,0,0
3963,0,0,0
3964,0,0,0
3965,0,-314902,0
3966,0,0,-39510
3967,0,0,-43189
3968,0,0,0
3969,0,-482708,0
3970,-50467,0,0
3971,0,0,0
3972,0,0,0
3973,0,0,-42382
3974,0,-336629,0
3975,0,0,0
3976,-79099,0,0
3977,0,353562,0
3978,0,-336629,0
3979,0,0,-15513
3980,-16890,0,0
3981,0,0,0
3982,0,0,0
3983,0,0,0
3984,0,0,0
3985,-103957,0,0
3986,0,0,0
3987,41896,0,0
3988,0,0,0
3989,0,-54769,0
3990,0,0,-9116
3991,0,0,0
3992,0,0,0
3993,-61358,0,0
3994,0,0,0
3995,0,-373999,0
3996,0,0,-39690
3997,-68157,0,0
3998,0,0,0
3999,0,0,-64560
4000,0,0,0
4001,0,0,-9507
4002,3928,0,0
4003,108459,0,0
4004,0,0,0
4005,0,0,0
4006,0,0,0
4007,-22554,0,0
4008,0,0,-41887
4009,0,-211143,0
4010,0,0,0
4011,0,0,0
4012,-124289,0,0
4013,0,0,-14129
4014,-63925,0,0
4015,-216398,0,0
4016,0,0,0
4017,0,0,0
4018,0,0,0
4019,-53208,0,0
4020,294811,0,0
4021,-5194,0,0
4022,0,-421045,0
4023,-703,0,0
4024,-433818,0,0
4025,0,-331297,0
4026,-124778,0,0
4027,0,0,0
4028,0,-177556,0
4029,-85171,0,0
4030,-1,0,0
4031,0,0,0
4032,0,0,0
4033,0,0,-72607
4034,0,0,-68896
4035,0,0,0
4036,0,0,0
4037,0,0,0
4038,0,0,-1926
4039,0,0,0
4040,0,0,0
4041,0,0,0
4042,-210819,0,0
4043,0,0,0
4044,0,0,0
4045,-128721,0,0
4046,0,0,-60188
4047,-30046,0,0
4048,0,0,-27451
4049,0,0,0
4050,0,-46336,0
4051,0,-164926,0
4052,0,0,0
4053,-57480,0,0
4054,0,0,0
4055,0,0,0
4056,0,0,0
4057,0,-260629,0
4058,0,0,0
4059,0,0,-102732
4060,0,0,-57405
4061,0,0,0
4062,0,0,0
4063,0,0,0
4064,-107206,0,0
4065,0,0,0
4066,0,0,0
4067,0,0,0
4068,0,0,0
4069,0,0,0
4070,0,-50853,0
4071,0,0,0
4072,0,0,0
4073,-152799,0,0
4074,0,0,0
4075,151599,0,0
4076,-2205,0,0
4077,0,-210737,0
4078,0,0,0
4079,0,0,0
4080,0,0,0
4081,0,0,0
4082,-131571,0,0
4083,0,0,-4222
4084,0,0,-15462
4085,0,0,0
4086,-205127,0,0
4087,0,0,0
4088,0,0,0
4089,0,0,0
4090,0,0,0
4091,0,0,0
4092,0,0,-11057
4093,0,0,0
4094,0,-1,0
4095,0,0,0
4096,0,0,0
4097,0,0,0
4098,0,-31317,0
4099,0,-210737,0
4100,0,0,0
4101,0,0,0
4102,0,0,0
4103,0,0,0
4104,0,0,-5166
4105,0,0,-17468
4106,0,0,0
4107,82875,0,0
4108,0,-765162,0
4109,0,357636,0
4110,0,0,0
4111,0,0,-91400
4112,-188875,0,0
4113,0,0,0
4114,0,0,0
4115,0,0,0
4116,0,0,0
4117,0,0,0
4118,0,-300777,0
4119,20418,0,0
4120,0,0,0
4121,0,0,0
4122,0,0,0
4123,0,-300119,0
4124,0,0,-42470
4125,120332,0,0
4126,-798,0,0
4127,0,0,0
4128,0,0,0
4129,0,0,0
4130,0,0,-54280
4131,-75085,0,0
4132,0,0,0
4133,0,0,-7727
4134,-22578,0,0
4135,0,0,0
4136,16928,0,0
4137,-67794,0,0
4138,0,0,0
4139,-34634,0,0
4140,54961,0,0
4141,0,0,-21580
4142,0,0,0
4143,-4061,0,0
4144,4061,0,0
4145,0,0,0
4146,0,0,-136344
4147,38031,0,0
4148,-128634,0,0
4149,0,0,0
4150,0,47411,0
4151,0,0,0
4152,0,36419,0
4153,-47411,0,0
4154,0,-42936,0
4155,0,0,-69632
4156,0,0,0
4157,0,-37609,0
4158,0,-325889,0
4159,0,-393032,0
4160,0,0,-55617
4161,-11706,0,0
4162,0,0,0
4163,0,0,-28303
4164,0,-357636,0
4165,0,-96613,0
4166,87164,0,0
4167,0,0,0
4168,-8412,0,0
4169,0,0,-13684
4170,0,0,0
4171,0,-750918,0
4172,0,0,0
4173,0,0,-107122
4174,-66799,0,0
4175,0,0,0
4176,-50196,0,0
4177,42805,0,0
4178,0,-291907,0
4179,-54648,0,0
4180,0,0,0
4181,0,0,0
4182,0,0,0
4183,205754,0,0
4184,0,0,-113090
4185,0,0,0
4186,0,0,0
4187,0,10230,0
4188,0,0,0
4189,0,0,0
4190,0,89392,0
4191,0,-137199,0
4192,0,-729969,0
4193,0,-193865,0
4194,0,0,0
4195,-14653,0,0
4196,0,0,0
4197,0,0,0
4198,-31176,0,0
4199,0,-12064,0
4200,0,0,0
4201,0,0,0
4202,0,0,0
4203,0,0,0
4204,-3249,0,0
4205,0,0,0
4206,-17227,0,0
4207,0,0,0
4208,0,-369284,0
4209,0,0,0
4210,0,0,0
4211,0,0,0
4212,0,0,0
4213,0,0,0
4214,0,0,-3649
4215,0,0,0
4216,0,0,0
4217,748,0,0
4218,0,0,0
4219,0,0,0
4220,0,0,0
4221,0,0,0
4222,0,0,0
4223,0,2635,0
4224,0,-109049,0
4225,-1947,0,0
4226,0,-18927,0
4227,0,0,0
4228,0,0,-19351
4229,0,0,0
4230,0,-293269,0
4231,0,259249,0
4232,0,469196,0
4233,0,0,0
4234,0,0,0
4235,0,0,-100504
4236,0,0,0
4237,0,0,0
4238,0,-9648,0
4239,0,0,0
4240,0,0,0
4241,0,0,-10014
4242,0,0,0
4243,0,0,0
4244,0,0,0
4245,0,0,0
4246,0,0,0
4247,0,0,0
4248,0,0,0
4249,0,0,0
4250,0,0,0
4251,0,0,0
4252,29972,0,0
4253,0,0,0
4254,0,0,0
4255,0,0,0
4256,0,0,0
4257,-29972,0,0
4258,0,0,0
4259,0,0,0
4260,0,0,0
4261,0,0,0
4262,0,0,0
4263,0,0,0
4264,0,0,0
4265,0,0,0
4266,0,0,0
4267,0,0,0
4268,0,0,0
4269,0,0,0
4270,0,0,0
4271,0,0,0
4272,0,0,0
4273,0,0,0
4274,0,0,0
4275,0,0,0
4276,0,0,0
4277,0,0,0
4278,0,0,0
4279,0,0,0
4280,0,0,0
4281,0,0,0
4282,0,0,0
4283,0,-27409,0
4284,0,0,0
4285,0,0,0
4286,0,0,-16883
4287,0,0,0
4288,0,0,0
4289,30265,0,0
4290,0,0,0
4291,394367,0,0
4292,-3531,0,0
4293,0,0,0
4294,0,0,0
4295,0,0,0
4296,0,0,0
4297,0,0,0
4298,1,0,0
4299,0,0,0
4300,0,0,0
4301,0,0,0
4302,0,0,0
4303,0,0,0
4304,0,0,0
4305,0,0,0
4306,0,0,0
4307,0,-1,0
4308,0,0,0
4309,0,0,-26494
4310,52499,0,0
4311,0,0,0
4312,-52499,0,0
4313,-40237,0,0
4314,0,-395861,0
4315,0,0,0
4316,0,0,0
4317,0,0,0
4318,103262,0,0
4319,0,0,0
4320,0,0,0
4321,0,0,0
4322,0,0,0
4323,0,0,0
4324,0,0,0
4325,0,0,0
4326,-36085,0,0
4327,0,0,0
4328,0,0,0
4329,0,0,0
4330,0,0,0
4331,0,0,0
4332,0,0,0
4333,0,0,0
4334,0,-66136,0
4335,0,-1204,0
4336,0,0,0
4337,0,0,0
4338,0,0,0
4339,0,0,0
4340,163,0,0
4341,0,0,0
4342,0,0,0
4343,0,0,0
4344,0,0,0
4345,0,0,0
4346,0,0,0
4347,0,-219354,0
4348,0,0,0
4349,0,0,0
4350,871045,0,0
4351,0,0,0
4352,0,0,-23638
4353,0,0,0
4354,0,0,-42224
4355,0,0,0
4356,0,0,0
4357,0,0,0
4358,0,469428,0
4359,0,0,0
4360,0,-779497,0
4361,0,0,0
4362,0,0,0
4363,0,0,0
4364,0,0,0
4365,0,0,0
4366,0,74465,0
4367,0,0,0
4368,0,0,0
4369,0,444056,0
4370,0,0,0
4371,0,0,0
4372,0,0,0
4373,0,0,0
4374,-82840,0,0
4375,0,0,0
4376,0,295352,0
4377,0,0,0
4378,-43880,0,0
4379,0,-338929,0
4380,0,0,0
4381,-30,0,0
4382,0,-444055,0
4383,2298,0,0
4384,0,0,0
4385,0,0,0
4386,382003,0,0
4387,0,0,0
4388,830113,0,0
4389,0,0,0
4390,0,465553,0
4391,0,0,0
4392,0,72806,0
4393,0,0,0
4394,0,0,-624
4395,0,0,0
4396,0,0,0
4397,0,0,0
4398,0,0,0
4399,0,0,0
4400,0,0,0
4401,0,-72806,0
4402,0,0,0
4403,5538,0,0
4404,0,0,0
4405,0,0,-7599
4406,0,0,0
4407,0,72806,0
4408,0,0,0
4409,0,0,0
4410,0,0,0
4411,0,0,0
4412,0,0,0
4413,-72806,0,0
4414,0,-626840,0
4415,0,0,0
4416,0,0,0
4417,0,0,0
