iteration,operator_0,operator_1,operator_2,operator_3,operator_4,operator_5,operator_6
138,0,-70975,0,0,0,0,0
139,0,0,-24326,0,0,0,0
140,0,0,0,0,0,0,0
141,0,0,-150901,0,0,0,0
142,0,-30067,0,0,0,0,0
143,0,0,0,0,0,0,0
144,0,-480460,0,0,0,0,0
145,0,0,0,0,0,0,0
146,0,0,0,0,0,0,0
147,0,0,0,0,0,0,0
148,0,0,0,-128747692,0,0,0
149,0,0,0,0,0,0,614310
150,0,-498617,0,0,0,0,0
151,0,-305367,0,0,0,0,0
152,0,0,-146531,0,0,0,0
153,0,-126792,0,0,0,0,0
154,0,-399397,0,0,0,0,0
155,0,-117538,0,0,0,0,0
156,0,-111138,0,0,0,0,0
157,0,0,0,0,0,0,-127656622
158,0,0,0,-127656622,0,0,0
159,0,0,0,0,0,0,0
160,0,-180686,0,0,0,0,0
161,0,0,0,0,-127475936,0,0
162,0,-391098,0,0,0,0,0
163,0,-210599,0,0,0,0,0
164,0,0,0,-126874239,0,0,0
165,0,-399355,0,0,0,0,0
166,0,0,0,0,0,0,0
167,0,0,-99741,0,0,0,0
168,0,-379520,0,0,0,0,0
169,0,0,-91621,0,0,0,0
170,0,0,0,0,0,0,-125904002
171,0,-373797,0,0,0,0,0
172,0,-573881,0,0,0,0,0
173,0,0,0,0,0,0,0
174,0,-419726,0,0,0,0,0
175,0,-285910,0,0,0,0,0
176,0,0,0,0,0,0,0
177,0,0,0,0,0,0,0
178,0,0,0,0,0,0,0
179,0,0,0,-124250688,0,0,0
180,0,0,-15184,0,0,0,0
181,0,0,-14166,0,0,0,0
182,0,0,-98447,0,0,0,0
183,0,0,0,0,0,0,0
184,0,0,0,0,0,0,-124122891
185,0,0,-151482,0,0,0,0
186,0,0,-28119,0,0,0,0
187,0,0,-126148,0,0,0,0
188,0,0,-51647,0,0,0,0
189,0,-505894,0,0,0,0,0
190,0,-70358,0,0,0,0,0
191,0,-2416,0,0,0,0,0
192,0,-155983,0,0,0,0,0
193,0,-496907,0,0,0,0,0
194,0,0,-11946,0,0,0,0
195,0,0,-1,0,0,0,0
196,0,-126056,0,0,0,0,0
197,0,0,-72531,0,0,0,0
198,0,0,-65690,0,0,0,0
199,0,-512189,0,0,0,0,0
200,0,0,-10405,0,0,0,0
201,0,0,0,0,0,0,-121735119
202,0,-70364,0,0,0,0,0
203,0,0,-38725,0,0,0,0
204,0,0,-2201,0,0,0,0
205,0,0,0,0,0,0,0
206,0,0,0,0,0,0,-121623829
207,0,-461253,0,0,0,0,0
208,0,-58518,0,0,0,0,0
209,0,0,-65344,0,0,0,0
210,0,0,-56974,0,0,0,0
211,0,0,-107818,0,0,0,0
212,0,0,0,0,0,0,-120873922
213,0,-386430,0,0,0,0,0
214,0,0,-82694,0,0,0,0
215,0,0,-43721,0,0,0,0
216,0,0,-12027,0,0,0,0
217,0,0,-11535,0,0,0,0
218,0,-270952,0,0,0,0,0
219,0,-310926,0,0,0,0,0
220,0,-470234,0,0,0,0,0
221,0,0,0,0,0,0,0
222,0,0,0,0,0,0,-119285403
223,0,0,0,0,0,0,0
224,0,0,-80454,0,0,0,0
225,0,-135272,0,0,0,0,0
226,0,0,-21404,0,0,0,0
227,0,-505378,0,0,0,0,0
228,0,-458636,0,0,0,0,0
229,0,-122539,0,0,0,0,0
230,0,-115342,0,0,0,0,0
231,0,-58043,0,0,0,0,0
232,0,0,-27310,0,0,0,0
233,0,-371336,0,0,0,0,0
234,0,0,-22416,0,0,0,0
235,0,-192950,0,0,0,0,0
236,0,0,0,0,0,0,-117174323
237,0,0,0,0,0,0,0
238,0,0,0,0,0,0,0
239,0,0,0,0,0,0,-117174323
240,0,-41133,0,0,0,0,0
241,0,0,-41664,0,0,0,0
242,0,-373489,0,0,0,0,0
243,0,-109352,0,0,0,0,0
244,0,0,0,0,0,0,0
245,0,0,-18972,0,0,0,0
246,0,0,0,0,0,0,0
247,0,0,0,0,-116589713,0,0
248,0,-284197,0,0,0,0,0
249,-46646,0,0,0,0,0,0
250,0,0,-1862,0,0,0,0
251,0,0,-16969,0,0,0,0
252,0,-386145,0,0,0,0,0
253,0,-392321,0,0,0,0,0
254,0,0,-33563,0,0,0,0
255,0,0,-1977,0,0,0,0
256,0,0,0,0,0,0,-115426033
257,0,0,0,0,0,0,0
258,0,0,-58977,0,0,0,0
259,0,0,-105480,0,0,0,0
260,0,-381383,0,0,0,0,0
261,0,0,-12561,0,0,0,0
262,0,0,0,0,0,0,-114867632
263,0,-74955,0,0,0,0,0
264,0,0,-72836,0,0,0,0
265,0,0,-15203,0,0,0,0
266,0,0,-58355,0,0,0,0
267,0,0,0,0,0,0,0
268,0,-34086,0,0,0,0,0
269,0,-50619,0,0,0,0,0
270,0,0,0,0,0,0,0
271,0,0,0,0,0,0,0
272,0,0,0,0,0,0,0
273,0,0,0,0,0,0,0
274,0,-58723,0,0,0,0,0
275,0,0,-159041,0,0,0,0
276,0,0,0,-114343814,0,0,0
277,0,0,-452,0,0,0,0
278,0,0,-32553,0,0,0,0
279,0,-490792,0,0,0,0,0
280,0,0,0,0,0,0,0
281,0,0,-1763,0,0,0,0
282,0,0,-9639,0,0,0,0
283,0,-424916,0,0,0,0,0
284,0,0,-4376,0,0,0,0
285,0,0,-14830,0,0,0,0
286,0,-329025,0,0,0,0,0
287,0,-40923,0,0,0,0,0
288,0,0,0,0,0,0,0
289,0,0,-31089,0,0,0,0
290,0,-156534,0,0,0,0,0
291,0,-28312,0,0,0,0,0
292,0,0,0,0,0,0,0
293,0,-110598,0,0,0,0,0
294,0,0,0,0,0,0,-112668012
295,0,0,-8698,0,0,0,0
296,0,0,0,0,0,0,0
297,0,0,-17105,0,0,0,0
298,0,0,0,0,0,0,0
299,0,0,-1,0,0,0,0
300,0,-2072,0,0,0,0,0
301,0,-461478,0,0,0,0,0
302,0,0,-11262,0,0,0,0
303,0,0,-61,0,0,0,0
304,0,0,0,0,0,0,0
305,0,-16826,0,0,0,0,0
306,0,-355965,0,0,0,0,0
307,0,0,0,0,0,0,0
308,0,0,-41619,0,0,0,0
309,0,0,0,0,0,0,0
310,0,0,0,0,0,0,0
311,0,0,-38109,0,0,0,0
312,0,-315625,0,0,0,0,0
313,0,0,-40854,0,0,0,0
314,0,0,0,0,0,0,0
315,-103949,0,0,0,0,0,0
316,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0
318,0,0,0,0,0,0,0
319,0,0,0,-111254388,0,0,0
320,0,0,0,0,0,0,0
321,0,57286,0,0,0,0,0
322,0,-201380,0,0,0,0,0
323,0,0,0,0,0,0,0
324,0,0,0,0,0,0,0
325,0,-403985,0,0,0,0,0
326,0,0,0,0,0,0,0
327,0,0,0,0,0,0,0
328,0,-357268,0,0,0,0,0
329,0,0,0,0,0,0,0
330,0,-16393,0,0,0,0,0
331,0,-38819,0,0,0,0,0
332,0,0,0,0,0,0,0
333,0,0,0,0,0,0,0
334,0,-204935,0,0,0,0,0
335,0,0,0,0,0,0,0
336,0,0,0,0,-110088894,0,0
337,0,14400,0,0,0,0,0
338,0,-408174,0,0,0,0,0
339,0,33109,0,0,0,0,0
340,0,0,-12495,0,0,0,0
341,0,0,-22632,0,0,0,0
342,0,-384432,0,0,0,0,0
343,0,0,0,0,0,0,0
344,0,0,0,0,0,0,0
345,0,62111,0,0,0,0,0
346,0,-397313,0,0,0,0,0
347,0,0,-73743,0,0,0,0
348,0,-490696,0,0,0,0,0
349,0,-316047,0,0,0,0,0
350,0,0,0,0,0,0,0
351,0,-12433,0,0,0,0,0
352,0,0,0,0,0,0,0
353,0,0,0,0,-2139373,0,0
354,0,0,-10834,0,0,0,0
355,0,-330334,0,0,0,0,0
356,0,0,0,0,0,0,-105600008
357,0,-393440,0,0,0,0,0
358,0,0,0,0,0,0,0
359,0,0,0,0,0,0,0
360,0,0,0,0,0,0,0
361,0,0,0,0,0,0,0
362,0,-71816,0,0,0,0,0
363,0,0,0,0,0,0,0
364,0,0,0,0,0,0,0
365,0,0,0,0,0,0,0
366,0,0,-8154,0,0,0,0
367,0,-22203,0,0,0,0,0
368,0,0,0,0,0,0,0
369,0,-24416,0,0,0,0,0
370,0,0,0,0,0,0,0
371,0,-329388,0,0,0,0,0
372,0,-244183,0,0,0,0,0
373,0,-451671,0,0,0,0,0
374,0,0,0,0,0,0,0
375,0,0,0,0,0,0,0
376,0,-59570,0,0,0,0,0
377,0,0,0,0,0,0,0
378,0,0,0,0,0,0,0
379,0,0,0,0,0,0,0
380,0,0,0,0,0,0,0
381,0,0,0,0,0,0,0
382,0,0,0,0,0,0,0
383,0,-479302,0,0,0,0,0
384,0,0,0,0,0,0,0
385,0,0,0,0,0,0,0
386,0,-3600,0,0,0,0,0
387,0,0,0,0,0,0,0
388,0,0,0,0,0,0,0
389,0,0,0,0,0,0,0
390,0,0,0,0,0,0,0
391,0,0,0,0,0,0,0
392,0,0,0,0,0,0,0
393,0,0,0,0,0,0,0
394,0,0,0,0,0,0,-103512265
395,0,0,0,0,0,0,0
396,0,0,0,0,0,0,0
397,0,0,0,0,0,0,0
398,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0
400,0,0,0,0,0,0,0
401,0,0,-15396,0,0,0,0
402,0,0,0,0,-103496869,0,0
403,0,0,0,0,-103496869,0,0
404,0,0,-5526,0,0,0,0
405,0,0,0,0,-103491343,0,0
406,0,-84109,0,0,0,0,0
407,0,0,-6841,0,0,0,0
408,0,0,0,0,-103400393,0,0
409,0,-464678,0,0,0,0,0
410,0,0,0,0,0,0,0
411,0,0,0,0,-102935715,0,0
412,0,0,0,0,-102935715,0,0
413,0,0,0,0,-102935715,0,0
414,0,0,0,0,0,0,0
415,0,0,-1527,0,0,0,0
416,0,-14369,0,0,0,0,0
417,0,0,0,0,0,0,0
418,0,0,0,0,0,0,0
419,0,0,0,0,0,0,0
420,0,-20707,0,0,0,0,0
421,0,0,0,0,-102899112,0,0
422,0,0,-1005,0,0,0,0
423,0,0,0,0,-102898107,0,0
424,0,-419543,0,0,0,0,0
425,0,-426228,0,0,0,0,0
426,0,0,0,0,0,0,0
427,0,-9737,0,0,0,0,0
428,0,-577463,0,0,0,0,0
429,0,-430168,0,0,0,0,0
430,0,-424997,0,0,0,0,0
431,0,-954,0,0,0,0,0
432,0,0,0,0,-100609017,0,0
433,0,0,0,0,0,0,0
434,0,0,-1237,0,0,0,0
435,0,0,0,0,0,34081,0
436,0,-20950,0,0,0,0,0
437,0,0,0,0,0,0,0
438,0,-307646,0,0,0,0,0
439,0,0,0,0,0,0,0
440,0,0,0,0,0,0,0
441,0,0,0,0,0,0,0
442,0,-265815,0,0,0,0,0
443,0,0,-28922,0,0,0,0
444,0,0,0,0,-100018528,0,0
445,0,0,0,0,-3136601,0,0
446,0,0,0,0,-96881927,0,0
447,0,-184640,0,0,0,0,0
448,0,0,0,0,0,0,0
449,0,-347696,0,0,0,0,0
450,0,0,-649,0,0,0,0
451,0,0,-36394,0,0,0,0
452,0,0,0,0,-96312548,0,0
453,0,0,0,0,0,0,0
454,0,0,0,0,-96312548,0,0
455,0,0,-1197,0,0,0,0
456,0,0,0,0,-96311351,0,0
457,0,0,0,0,-96311351,0,0
458,0,0,0,0,-96311351,0,0
459,0,-147355,0,0,0,0,0
460,0,0,0,-96163996,0,0,0
461,0,-326082,0,0,0,0,0
462,0,-293875,0,0,0,0,0
463,0,-283700,0,0,0,0,0
464,0,70925,0,0,0,0,0
465,0,0,0,0,0,0,0
466,0,0,0,0,0,0,0
467,0,0,0,0,-95331264,0,0
468,0,-94247,0,0,0,0,0
469,0,0,0,0,-95237017,0,0
470,0,0,0,0,-95237017,0,0
471,0,0,0,0,-95237017,0,0
472,0,0,0,0,0,0,0
473,0,0,0,0,0,0,0
474,0,0,0,0,0,0,0
475,0,-191706,0,0,0,0,0
476,-25990,0,0,0,0,0,0
477,0,0,0,0,0,0,-95019321
478,0,0,0,0,-95019321,0,0
479,0,0,0,0,0,0,0
480,0,-30656,0,0,0,0,0
481,0,0,0,0,-94988665,0,0
482,0,0,0,0,-94988665,0,0
483,0,0,0,0,0,0,0
484,0,-545353,0,0,0,0,0
485,0,0,0,0,-94443312,0,0
486,0,-430235,0,0,0,0,0
487,0,0,0,0,0,0,0
488,0,0,0,0,0,0,0
489,0,-55101,0,0,0,0,0
490,0,0,0,0,-93957976,0,0
491,0,-353496,0,0,0,0,0
492,-21447,0,0,0,0,0,0
493,0,0,0,0,0,0,0
494,0,0,0,-93583033,0,0,0
495,0,0,0,0,-93583033,0,0
496,0,0,0,0,0,0,0
497,0,0,0,0,-93583033,0,0
498,0,75341,0,0,0,0,0
499,0,-21163,0,0,0,0,0
500,0,-482691,0,0,0,0,0
501,0,0,0,0,0,0,0
502,0,0,0,0,-93154520,0,0
503,0,0,0,0,0,0,0
504,0,0,0,0,0,0,-93154520
505,0,0,0,0,0,0,0
506,0,0,0,0,-93154520,0,0
507,0,-18198,0,0,0,0,0
508,0,0,0,0,0,0,0
509,0,0,0,0,0,0,0
510,0,-27684,0,0,0,0,0
511,0,0,0,0,0,0,0
512,0,0,0,0,0,0,0
513,0,0,0,0,0,0,0
514,0,954,0,0,0,0,0
515,0,-140742,0,0,0,0,0
516,0,0,0,0,-92968850,0,0
517,0,0,0,0,0,50514,0
518,0,0,0,0,0,0,0
519,0,0,0,0,0,0,0
520,0,-29618,0,0,0,0,0
521,-57931,0,0,0,0,0,0
522,0,0,0,0,0,212088,0
523,0,0,0,0,0,0,0
524,0,0,-13721,0,0,0,0
525,0,-176314,0,0,0,0,0
526,0,0,0,0,0,0,0
527,0,-351504,0,0,0,0,0
528,0,0,0,0,0,0,0
529,-1846,0,0,0,0,0,0
530,0,0,0,0,0,0,0
531,-13129,0,0,0,0,0,0
532,-35549,0,0,0,0,0,0
533,0,0,0,0,0,0,0
534,0,-488244,0,0,0,0,0
535,0,0,0,0,0,0,0
536,0,0,0,0,0,0,0
537,0,0,0,0,0,0,0
538,0,0,0,0,0,0,0
539,0,0,-8210,0,0,0,0
540,0,13327,0,0,0,0,0
541,0,0,0,0,0,435875,0
542,0,0,0,0,0,0,0
543,0,0,0,0,0,0,0
544,0,-278649,0,0,0,0,0
545,0,0,0,0,0,0,0
546,0,-315512,0,0,0,0,0
547,0,0,0,0,0,0,0
548,0,-258667,0,0,0,0,0
549,-85666,0,0,0,0,0,0
550,-104758,0,0,0,0,0,0
551,0,0,0,0,0,0,0
552,0,0,0,0,-91461336,0,0
553,0,0,0,0,0,0,0
554,0,-334947,0,0,0,0,0
555,0,0,-12368,0,0,0,0
556,0,0,0,0,0,170403,0
557,0,0,0,0,-91284424,0,0
558,0,0,0,-91284424,0,0,0
559,0,-471145,0,0,0,0,0
560,-31252,0,0,0,0,0,0
561,0,0,0,0,0,411072,0
562,0,0,0,0,0,0,0
563,0,0,0,0,-91193099,0,0
564,0,-369286,0,0,0,0,0
565,0,-54497,0,0,0,0,0
566,0,0,0,0,-90769316,0,0
567,0,0,0,0,0,0,0
568,0,0,0,0,0,0,0
569,0,0,0,0,0,0,0
570,0,0,-15141,0,0,0,0
571,0,0,0,0,0,0,0
572,0,-133931,0,0,0,0,0
573,-157625,0,0,0,0,0,0
574,0,0,0,0,0,0,0
575,0,0,0,0,0,0,0
576,-81794,0,0,0,0,0,0
577,0,-7698,0,0,0,0,0
578,0,0,0,-90373127,0,0,0
579,0,0,0,0,-90373127,0,0
580,0,0,0,0,0,0,0
581,0,0,0,0,0,0,0
582,0,-362591,0,0,0,0,0
583,0,0,0,0,0,0,0
584,0,0,0,0,0,51589,0
585,0,0,0,0,0,0,0
586,0,0,0,0,0,0,0
587,0,0,0,0,0,0,0
588,0,0,0,0,0,93009,0
589,0,0,0,0,-90155134,0,0
590,-100991,0,0,0,0,0,0
591,0,0,-32836,0,0,0,0
592,-28929,0,0,0,0,0,0
593,0,25455,0,0,0,0,0
594,119458,0,0,0,0,0,0
595,0,0,0,0,0,0,0
596,-26806,0,0,0,0,0,0
597,0,-355691,0,0,0,0,0
598,0,-287232,0,0,0,0,0
599,0,0,-1953,0,0,0,0
600,0,-221576,0,0,0,0,0
601,0,0,0,0,0,0,0
602,-22074,0,0,0,0,0,0
603,-58714,0,0,0,0,0,0
604,0,-128111,0,0,0,0,0
605,0,0,0,0,0,78128,0
606,0,0,0,0,0,159682,0
607,0,0,-17118,0,0,0,0
608,0,0,0,0,0,0,0
609,0,-127207,0,0,0,0,0
610,0,0,0,0,0,151638,0
611,0,-1397,0,0,0,0,0
612,0,-446994,0,0,0,0,0
613,0,0,0,0,0,0,0
614,0,0,0,0,0,0,0
615,0,0,0,0,0,0,0
616,0,0,0,0,0,0,0
617,0,-4298,0,0,0,0,0
618,0,0,0,0,0,0,0
619,0,0,0,0,0,0,0
620,0,0,0,0,0,0,-88827568
621,-118627,0,0,0,0,0,0
622,0,0,0,0,0,0,0
623,0,0,0,0,0,0,0
624,31199,0,0,0,0,0,0
625,-32498,0,0,0,0,0,0
626,0,0,0,0,0,0,0
627,0,0,0,0,0,0,0
628,-126055,0,0,0,0,0,0
629,0,0,0,0,0,0,0
630,-80248,0,0,0,0,0,0
631,0,-1238,0,0,0,0,0
632,0,0,0,0,0,0,0
633,7500,0,0,0,0,0,0
634,0,0,0,0,0,0,0
635,0,-333377,0,0,0,0,0
636,0,-41546,0,0,0,0,0
637,0,0,0,0,0,0,0
638,2901,0,0,0,0,0,0
639,0,0,0,0,-88135579,0,0
640,0,-454637,0,0,0,0,0
641,0,-406441,0,0,0,0,0
642,-131783,0,0,0,0,0,0
643,0,0,0,0,0,0,0
644,0,0,0,0,-87142718,0,0
645,0,-261764,0,0,0,0,0
646,0,-282754,0,0,0,0,0
647,0,0,0,0,0,72575,0
648,0,0,0,0,0,247303,0
649,-98551,0,0,0,0,0,0
650,0,-396712,0,0,0,0,0
651,-5150,0,0,0,0,0,0
652,0,0,0,0,0,0,0
653,0,-464077,0,0,0,0,0
654,0,-11677,0,0,0,0,0
655,0,-33927,0,0,0,0,0
656,0,-474237,0,0,0,0,0
657,0,0,0,0,0,0,0
658,0,-408057,0,0,0,0,0
659,0,88144,0,0,0,0,0
660,0,0,0,0,0,0,0
661,0,0,0,0,0,0,0
662,0,-465772,0,0,0,0,0
663,0,-34421,0,0,0,0,0
664,0,0,0,0,0,0,0
665,0,-26055,0,0,0,0,0
666,-9165,0,0,0,0,0,0
667,0,-9283,0,0,0,0,0
668,0,-55330,0,0,0,0,0
669,0,-446796,0,0,0,0,0
670,0,0,0,0,0,0,0
671,0,0,0,0,-84067012,0,0
672,0,0,0,0,0,0,-84067012
673,27344,0,0,0,0,0,0
674,0,0,0,0,0,0,0
675,0,-891,0,0,0,0,0
676,0,0,0,0,0,0,0
677,-34327,0,0,0,0,0,0
678,0,-489045,0,0,0,0,0
679,0,0,0,0,-83570093,0,0
680,0,0,0,0,0,67633,0
681,0,0,0,0,0,0,0
682,0,0,0,0,0,0,0
683,0,0,0,0,0,0,0
684,0,0,0,0,0,0,0
685,0,0,0,0,0,0,0
686,0,0,0,0,0,0,0
687,0,-954,0,0,0,0,0
688,0,-254588,0,0,0,0,0
689,0,0,0,0,0,0,0
690,0,0,0,0,0,316942,0
691,-698,0,0,0,0,0,0
692,-39296,0,0,0,0,0,0
693,0,-2931,0,0,0,0,0
694,0,-218113,0,0,0,0,0
695,0,0,0,0,0,0,0
696,0,-458482,0,0,0,0,0
697,0,0,0,0,0,0,0
698,0,0,-15194,0,0,0,0
699,0,0,0,0,0,0,0
700,0,-72098,0,0,0,0,0
701,0,0,0,0,0,0,0
702,0,0,0,0,0,0,0
703,0,-364352,0,0,0,0,0
704,-145053,0,0,0,0,0,0
705,0,0,0,0,0,287321,0
706,0,0,0,0,0,0,0
707,-31122,0,0,0,0,0,0
708,0,0,0,0,0,0,0
709,0,-51667,0,0,0,0,0
710,0,0,0,0,0,0,-82587441
711,0,0,0,-82587441,0,0,0
712,0,17508,0,0,0,0,0
713,0,-541940,0,0,0,0,0
714,0,0,0,0,0,0,0
715,0,0,0,0,0,-82063009,0
716,0,0,0,0,0,0,0
717,0,0,0,-82063009,0,0,0
718,0,-60125,0,0,0,0,0
719,0,-139814,0,0,0,0,0
720,0,-229168,0,0,0,0,0
721,0,0,0,0,0,6627,0
722,0,-394313,0,0,0,0,0
723,2,0,0,0,0,0,0
724,-3712,0,0,0,0,0,0
725,0,0,0,0,0,0,0
726,0,-379970,0,0,0,0,0
727,-28194,0,0,0,0,0,0
728,0,0,0,0,0,0,0
729,0,0,0,0,0,78384,0
730,0,-522081,0,0,0,0,0
731,0,0,0,0,0,466061,0
732,0,-549485,0,0,0,0,0
733,0,-351069,0,0,0,0,0
734,-57825,0,0,0,0,0,0
735,0,0,0,0,0,0,0
736,0,-6308,0,0,0,0,0
737,0,0,0,0,0,0,0
738,0,0,0,0,0,-73538,0
739,0,0,0,0,0,0,0
740,0,-334833,0,0,0,0,0
741,0,0,0,0,-79483648,0,0
742,0,0,0,0,0,0,0
743,0,0,0,0,0,0,0
744,-12433,0,0,0,0,0,0
745,0,-11269,0,0,0,0,0
746,-48012,0,0,0,0,0,0
747,-80734,0,0,0,0,0,0
748,0,0,0,-79331200,0,0,0
749,0,-91826,0,0,0,0,0
750,79734,0,0,0,0,0,0
751,-7564,0,0,0,0,0,0
752,0,0,0,0,0,43410,0
753,0,0,0,-79354954,0,0,0
754,0,-483290,0,0,0,0,0
755,0,0,0,0,0,0,0
756,0,0,0,0,0,0,-78871664
757,0,-397089,0,0,0,0,0
758,0,-333312,0,0,0,0,0
759,0,0,0,0,0,165776,0
760,-14579,0,0,0,0,0,0
761,0,0,0,0,0,0,0
762,0,0,0,0,-78292460,0,0
763,0,0,0,0,0,0,0
764,0,-225799,0,0,0,0,0
765,0,-1988,0,0,0,0,0
766,0,-95812,0,0,0,0,0
767,0,0,0,0,0,71364,0
768,0,27547,0,0,0,0,0
769,0,0,0,0,0,0,0
770,0,-508603,0,0,0,0,0
771,0,-320233,0,0,0,0,0
772,0,0,0,0,0,0,0
773,0,0,0,0,0,0,0
774,-43760,0,0,0,0,0,0
775,-42833,0,0,0,0,0,0
776,0,0,0,0,0,0,0
777,0,-556025,0,0,0,0,0
778,0,0,0,0,0,0,0
779,0,0,0,0,0,0,0
780,-9093,0,0,0,0,0,0
781,0,0,0,-76587225,0,0,0
782,-28722,0,0,0,0,0,0
783,0,0,0,0,0,0,0
784,0,0,0,0,0,0,0
785,0,80547,0,0,0,0,0
786,-20339,0,0,0,0,0,0
787,-88068,0,0,0,0,0,0
788,0,-307886,0,0,0,0,0
789,0,891,0,0,0,0,0
790,0,0,0,0,0,79010,0
791,0,0,0,0,0,0,0
792,0,-25061,0,0,0,0,0
793,-664,0,0,0,0,0,0
794,0,-30710,0,0,0,0,0
795,0,0,0,0,0,0,0
