iteration,temperature
0,1118520.2952947584
1,1116428.3966408947
2,1114340.410334439
3,1112256.3290583722
4,1110176.14550936
5,1108099.8523977266
6,1106027.4424474302
7,1103958.9083960366
8,1101894.242994694
9,1099833.439008108
10,1097776.4892145158
11,1095723.3864056608
12,1093674.1233867677
13,1091628.6929765171
14,1089587.0880070205
15,1087549.301323795
16,1085515.3257857382
17,1083485.1542651032
18,1081458.779647474
19,1079436.1948317399
20,1077417.392730071
21,1075402.3662678937
22,1073391.108383865
23,1071383.6120298489
24,1069379.8701708901
25,1067379.8757851915
26,1065383.6218640879
27,1063391.1014120218
28,1061402.3074465191
29,1059417.2329981648
30,1057435.8711105785
31,1055458.2148403896
32,1053484.257257213
33,1051513.9914436254
34,1049547.410495141
35,1047584.5075201867
36,1045625.2756400781
37,1043669.707988996
38,1041717.7977139615
39,1039769.5379748126
40,1037824.92194418
41,1035883.9428074635
42,1033946.5937628072
43,1032012.8680210768
44,1030082.758805835
45,1028156.2593533184
46,1026233.362912413
47,1024314.0627446312
48,1022398.3521240881
49,1020486.2243374776
50,1018577.6726840492
51,1016672.6904755844
52,1014771.271036373
53,1012873.4077031903
54,1010979.0938252733
55,1009088.3227642975
56,1007201.0878943535
57,1005317.3826019242
58,1003437.2002858613
59,1001560.5343573618
60,999687.378239946
61,997817.7253694332
62,995951.5691939195
63,994088.9031737548
64,992229.7207815193
65,990374.0155020014
66,988521.7808321742
67,986673.0102811733
68,984827.6973702735
69,982985.8356328666
70,981147.4186144382
71,979312.4398725454
72,977480.8929767946
73,975652.7715088183
74,973828.0690622526
75,972006.7792427154
76,970188.8956677836
77,968374.4119669705
78,966563.321781704
79,964755.6187653037
80,962951.2965829595
81,961150.3489117083
82,959352.769440413
83,957558.5518697394
84,955767.6899121349
85,953980.1772918057
86,952196.0077446958
87,950415.1750184639
88,948637.6728724623
89,946863.4950777149
90,945092.635416895
91,943325.0876843042
92,941560.8456858498
93,939799.9032390236
94,938042.2541728806
95,936287.8923280162
96,934536.811556546
97,932789.0057220833
98,931044.4686997178
99,929303.1943759945
100,927565.1766488919
101,925830.4094278006
102,924098.8866335023
103,922370.6021981483
104,920645.5500652379
105,918923.7241895979
106,917205.1185373607
107,915489.7270859436
108,913777.5438240274
109,912068.5627515359
110,910362.777879614
111,908660.1832306075
112,906960.7728380418
113,905264.5407466007
114,903571.4810121063
115,901881.5877014974
116,900194.8548928092
117,898511.2766751524
118,896830.8471486924
119,895153.5604246286
120,893479.410625174
121,891808.3918835344
122,890140.498343888
123,888475.7241613646
124,886814.0635020254
125,885155.5105428426
126,883500.0594716783
127,881847.7044872654
128,880198.4397991861
129,878552.2596278521
130,876909.1582044845
131,875269.1297710931
132,873632.1685804568
133,871998.2688961029
134,870367.4249922875
135,868739.6311539751
136,867114.8816768187
137,865493.1708671396
138,863874.4930419079
139,862258.8425287222
140,860646.2136657899
141,859036.6008019071
142,857429.9982964393
143,855826.4005193011
144,854225.8018509366
145,852628.1966823002
146,851033.5794148362
147,849441.9444604598
148,847853.2862415367
149,846267.5991908648
150,844684.8777516537
151,843105.1163775052
152,841528.3095323949
153,839954.4516906512
154,838383.5373369376
155,836815.5609662322
156,835250.5170838088
157,833688.4002052178
158,832129.2048562666
159,830572.9255730009
160,829019.5569016851
161,827469.0933987834
162,825921.5296309408
163,824376.860174964
164,822835.079617802
165,821296.1825565281
166,819760.1635983199
167,818227.0173604409
168,816696.7384702218
169,815169.3215650412
170,813644.7612923074
171,812123.052309439
172,810604.1892838468
173,809088.1668929143
174,807574.9798239802
175,806064.6227743188
176,804557.0904511218
177,803052.3775714797
178,801550.4788623631
179,800051.3890606049
180,798555.1029128808
181,797061.6151756921
182,795570.9206153462
183,794083.0140079388
184,792597.8901393357
185,791115.5438051543
186,789635.9698107454
187,788159.1629711752
188,786685.1181112066
189,785213.8300652818
190,783745.2936775037
191,782279.5038016178
192,780816.4553009945
193,779356.1430486108
194,777898.5619270325
195,776443.7068283963
196,774991.5726543916
197,773542.1543162431
198,772095.4467346927
199,770651.4448399814
200,769210.1435718322
201,767771.537879432
202,766335.6227214136
203,764902.3930658388
204,763471.84389018
205,762043.970181303
206,760618.7669354493
207,759196.2291582188
208,757776.351864552
209,756359.1300787126
210,754944.5588342702
211,753532.6331740827
212,752123.3481502791
213,750716.6988242422
214,749312.6802665909
215,747911.2875571635
216,746512.5157849999
217,745116.360048325
218,743722.815454531
219,742331.8771201604
